,job_title,job_url,job_country,job_company,job_location,job_workplace,job_industry,job_experience,job_salary,job_published,job_roles,job_requirements
668,Senior Data Analyst,https://www.dataanalyst.com//job/senior-data-analyst-9,United States,Oscar Health,Remote,Remote,Healthcare,['3 - 5 '],-86400---126000,"Dec 24, 2022",     Oscar Health is hiring an Associate to join our Provider Operational Insights team. This lead level analyst position will apply a combination of business acumen and technical analytic capability to turn our provider  network and related operational data into insights and reporting. The role will be focused on digging into our existing processes to identify opportunities to increase efficiency  improve accuracy  and develop systems and processes for monitoring and triaging issues. If you have superior data skills and have built a reputation in your current role as a problem solver and trusted partner  then we want to talk to you  We are looking for inquisitive minds who do not accept issues as  just the way it is.  This is an excellent opportunity for a career professional looking for a change  a challenge  and the ability to make a positive impact.       You will report to the Senior manager  Operational Insights       This is a remote   work-from-home role. You must reside in one of the following states  Arizona  California  Colorado  Connecticut  Florida  Georgia  Illinois  Iowa  Maryland  Massachusetts  Michigan  New Hampshire  New Jersey  New Mexico  New York  North Carolina  Ohio  Oregon  Pennsylvania  Rhode Island  Tennessee  Texas  Utah  Virginia  Washington  or Washington  D.C. Note  this list of states is subject to change.       Responsibilities           Understand the operations ecosystem  technology and data models as well as its current strengths  weaknesses  and gaps.          Create custom queries to facilitate ad-hoc requests or to run down a theory  looking for someone who knows how to use data to validate assumptions.          Identify improvements and define automation solutions in the process to troubleshoot errors.          Define a set of KPIs to measure business and operational impact  and be able to analyze and utilize them in decision making processes.          Support the Operations teams to resolve escalations through issue investigation  training  and technical tooling.          Proactively identify issues in core processes  routing to the right people for resolution.          Own  develop  and prioritize operations roadmaps working cross functionally to implementation.          Distill the requirements of new product and market expansions and design automated workflows to reduce manual work requirements.          Manage and maintain relationships with relevant stakeholders as a representative of Provider Operations  convey complex information in a way that is easily understood.          Simplify reporting infrastructure  partnering with others as needed to implement vision.          Balance multiple priorities in a high-pressure environment.       ,         A bachelor s degree or commensurate work experience          3+ years of experience in a data-focused role          Experience solving complex problems by digging into data to discover root causes and drive solutions  skilled at debugging data problems          Proficient in SQL  ability to execute joins  common table expressions  aggregate functions and subqueries without the use of supporting resources           Expert in Excel and or Google Sheets          Ability to transform complex data and concepts into an easily consumable presentation          Proficiency in designing and improving workflows and standing up accompanying operating and technical procedures          Bonus Points           Programming experience  especially in Python           3+ years of operations experience  process improvement  project managing  and lean operations           3+ years of work experience in an Insurance Financial Services environment          Experience working with provider operations data          Background in health insurance          Experience automating or designing data pipelines       
669,Senior Data Analyst,https://www.dataanalyst.com//job/senior-data-analyst-52,United States,United Healthcare,Remote,Remote,Healthcare,['3 - 5 '],-82100---161600,"Dec 24, 2022",     Positions in this function are responsible for the management and manipulation of mostly structured data  with a focus on building business intelligence tools  conducting analysis to distinguish patterns and recognize trends  performing normalization operations and assuring data quality. Depending on the specific role and business line  example responsibilities in this function could include creating specifications to bring data into a common structure  creating product specifications and models  developing data solutions to support analyses  performing analysis  interpreting results  developing actionable insights and presenting recommendations for use across the company. Roles in this function could partner with stakeholders to understand data requirements and develop tools and models such as segmentation  dashboards  data visualizations  decision aids and business case analysis to support the organization.       Other roles involved could include producing and managing the delivery of activity and value analytics to external stakeholders and clients. Team members will typically use business intelligence  data visualization  query  analytic and statistical software to build solutions  perform analysis and interpret data. Positions in this function work on predominately descriptive and regression-based analytics and tend to leverage subject matter expert views in the design of their analytics and algorithms.           Reviews the work of others          Develops innovative approaches          Sought out as expert          Serves as a leader  mentor          You ll enjoy the flexibility to work remotely from anywhere within the U.S. as you take on some tough challenges.       Primary Responsibilities           Demonstrate Data literacy  and be resourceful in terms of understanding Medicare overall  STAR measures  gap closures and claims          Support data processing and customer facing reports  or data          Design  build  and maintain architecture pertaining to data handling          Load data and be able to create user friendly reports  providing technical solutions          Learn about the products  share ideas and be able to train or influence others          Develop views for end users utilizing reporting platforms such as SSRS  Tableau  or any other reporting tools          Work closely with business to gather and finalize requirements  business documents  or user stories          Validate new or enhanced technical development and implementation  and work closely with Quality Assurance Engineers to achieve quality and accuracy          You ll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.    ,         Bachelor s degree in a relevant field or relevant experience          3+ years of experience building reports in SSRS and or Tableau          2+ years of experience working with relational data and SQL programming  SQL Server  Teradata  or similar databases           2+ years of working experience in building SSIS packages for data processing  that involves data movement between various servers  working with excel or text files          Experience with the software development life cycle  i.e. Business Requirements  Technical Documentation  Quality Assurance           Preferred Qualifications           Advanced Degree          Healthcare Insurance industry experience       
670,Senior Data Analyst,https://www.dataanalyst.com//job/senior-data-analyst-6c,United States,Soona,"Denver, CO",Remote,Marketing,['3 - 5 '],-100000---125000,"Dec 24, 2022",     soona is looking for a senior data analyst who will work closely with our business leadership team in using data to inform our decision-making in marketing  finance  and related b2b processes. to be successful in this role  you should have experience in working with common business concepts like CAC  retention  attribution  LTV  and the like. you should also excel at writing efficient sql queries to transform raw data and extract the resulting metrics  performing statistically-sound analysis to yield actionable insights  and visualizing those insights in a way consumable to stakeholders with a diverse set of backgrounds expertise. you will be part of our centralized data organization  where you will collaborate with data scientists and data engineers to create and maintain data transformations within our data pipeline and generate reports featuring your analytical results.       this is a full time position that will report directly to the senior director of data science.       An ideal candidate can            hit the ground running with marketing analytics  conversion measurement  customer engagement modeling  forecasting  and other analytics common to a b2b startup          help create and maintain our multi-source data ingestion pipeline          access data from our data warehouses to create datasets for analytics          lean on a broad tool set of statistical techniques to analyze our data          create clear and concise data visualizations to communicate analytics results          deliver quality code in an agile framework that ships to a production environment          correlate work to business KPIs and be accountable for improvement targets          communicate with data and engineering teams as well as business stakeholders       ,         effectively communicating and coding in a remote work environment          working with marketing  sales  and finance teams and understanding their target KPIs          looker or equivalent data reporting platform          sql   optimizing performance transformation efficiencies on OLAP data warehouses          dbt   our primary data transformation layer          customer analytics tools like google analytics  amplitude          marketing platforms like google ads  facebook business manager  etc  preferred           segment  airbyte or equivalent data-ingestion platforms  preferred           python   the core language of the data organization  preferred           aws or equivalent cloud environment  preferred           working in a startup environment  preferred        
671,Data Analyst,https://www.dataanalyst.com//job/data-analyst-fa,United States,Mizuho,"Jersey City, NJ",Hybrid,Financial,['3 - 5 '],-104000---175000,"Dec 24, 2022",     Mizuho Americas LLC is seeking curious minds to join our data sourcing and analytics team in the role of business  data analyst  to assist with data requirements discovery documentation  testing validation and support for a strategic MUSO data warehouse environment. In the role  you will work as part of a team to understand patterns of data as they apply to MUSO Banking products and execute test plans to identify possible inconsistencies between our source systems and target warehouse objects. Additionally  you will collaborate under agile project methodology  participate in daily scrum meetings  and assist in compiling necessary documentation for testing results.       Job Responsibilities           Develop strong relationships with business partners          Review and Validate requirements and specifications as applied to data constructs and solutions          Conduct business data analysis and research to validate new requirements and identify patterns and inconsistencies of data across sources and targets          Using automated tools to extract data from primary and secondary sources          Filter Data by comparing results in sources and targets to identify and correct code problems          Using statistical tools to identify  analyze  and interpret patterns and trends in complex data sets that could be helpful for the diagnosis of exception requirements          Document meeting minutes   processes and procedures to ensure consistency and integrity of effort          Participate in Agile methodologies for project execution          Collaborate with team members to collect  analyze  and evaluate information from multiple sources          Report on common sources of technical issues or questions and make recommendations to development team          Participate in validating functional requirements  design specifications  testing analysis          Mapping of source system data attributes to target destination  including transformation specifications as required          Work with team in collaborative way to complete tasks as scheduled          Constantly be on the lookout for ways to improve monitoring  discover issues and deliver better value to the customer          Become SME on source system data attribution for alignment to data warehouse sourcing and analytic efforts       ,         Bachelor s degree in business administration  finance  Data Analytics or related field          3   5+ years of experience in Business or Data Analyst role in Banking or Finance industry          Familiarity with one or more of the following products or subject areas from a data level  Derivatives  Finance  Cash  Loans  Commitments  Regulatory Reporting for Banks          Strong mathematical skills to help collect  measure  organize and analyze data          Strong communication  analytical  problem-solving and organizational skills          Creativity and Curiosity          Strong documentation and specification writing          Understanding of Database Design concepts          Hands on technical skills supporting data analysis          Programming languages such as SQL  Oracle  R  MATLAB  and Python          Technical proficiency regarding database design development  and data models          Proficiency in statistics and statistical packages like Excel  SPSS  SAS to be used for data set analysis.          Familiarity experience with Snowflake data warehouse environments  SnowSQL  a plus          Data visualization and data analysis experience is preferred  PowerBi  Tableau           Experience with project management tools such as Jira  Trello  and Confluence          Proven experience in eliciting requirements and testing          Experience in analyzing data to draw business-relevant conclusions          Knowledge in generating process documentation       
672,Data Analyst,https://www.dataanalyst.com//job/data-analyst-03,United States,Criteo,"New York, NY",In-office,Marketing,['0 - 3 '],-68560---94270,"Dec 24, 2022",     A Data Analyst on the Brand Analytics team is a key player in understanding every aspect of Criteo s complex Retail Media business. This role interfaces across the organization to answer challenging analytical questions related to the performance and growth of Criteo s Retail Media solutions. The person occupying this position will have an exceptionally broad view of every aspect of Criteo s business with a focus on US Brands  Demand side . The scope involves both technically rigorous work  including the use of leading-edge data analysis technologies  and daily interaction with other cross-functional business units  as well as external clients.       Criteo s high-growth business model brings both opportunities and challenges. This position involves dealing with a considerable amount of complex  real-world data and requires a candidate who is comfortable thinking of new and innovative ways to analyze data  solve problems  and think strategically. The ideal candidate can function with minimal oversight and has a strong ability to learn new concepts quickly.       What You ll Do           Develop an intimate understanding of our clients  goals and needs  and partner with them and our commercial teams  Account Strategy and Sales  to formulate strategies for achieving joint objectives to ultimately grow our business          Conduct ad-hoc analyses for top US brands to maximize campaign health &amp  performance  grow demand and identify root causes of any performance issues          Proactively identify analytical  tooling and reporting needs from commercial stakeholders  develop self-service tools and automated reports using Tableau  Python or any other relevant technologies to address these needs          Develop client  industry  shopper and category insights and present content to internal teams throughout the organization as well as to external clients          Manage incrementality A B tests from design  to execution  to analysis and present results to clients          Spearhead both local and global initiatives and become subject matter expert as opportunities arise          Maintain deep knowledge of Criteo products  technologies  and position in the marketplace          Develop understanding of Criteo buying methods  including direct and programmatic  real-time bidding  relationships       ,         Native-level English fluency          Bachelor s degree or higher in a quantitative field  Mathematics  Economics  Engineering  Computer Science etc.           Minimum 2 years full-time  analytics-related work experience   experience in the digital industry is preferred          SQL proficiency is required          Background in any of the following is a plus  Python  Tableau  Vertica  Hive Hadoop          Keen intellectual curiosity and ability to structure &amp  solve difficult problems with minimal supervision          Passion for translating  data-speak  into relevant  compelling stories          Exceptional attention to detail coupled with an ability to see the big picture          Thorough conceptual and practical understanding of relational databases  data architecture governance  and real-world application of statistical concepts  particularly in an A B testing context           Effective presentation and public speaking skills with the ability to present and defend complex analysis both internally and externally to both technical and non-technical audiences          A passion for story telling with data           Must have the combination of technical skills  passion for learning  and the soft skills to work with all personality types in a dynamic environment       
673,Senior Data Analyst,https://www.dataanalyst.com//job/senior-data-analyst-30,United States,Baptist Health,Remote,Remote,Healthcare,['3 - 5 '],-82151---106796,"Dec 24, 2022",     As a Senior Data Analyst  you will focus on building and implementing advanced analytics solutions that drive valuable insights and create actionable health and wellness solutions. Ideal candidate has the ability to combine knowledge of business objectives &amp  strategies with data mining &amp  analytical skills to identify opportunities to improve processes or ways to achieve desired benefits. Conduct exploratory analysis &amp  derive insights through the collection  aggregation  and assessment of data from a variety of internal and external sources including digital and clinical exhaust telemetry data. Identify correlations and causations across data sets. Presents findings and recommendations in simple and clear ways to drive action. Monitor production report  dashboard and other analytics processes to ensure proper service recovery.    ,         Degrees  Bachelors          Additional Qualifications  Bachelors  Masters  or PhD Degree in a quantitative field  mathematics  computer science  physics  economics  engineering  statistics  operations research  etc. .          Proven working experience as a data analyst.          Experience with data query  visualization  dashboard and or scorecard tools required.          Experience with SQL  Excel  Tableau or similar.          Ability to apply data visualization  descriptive and summary statistical techniques for discovery and timely insights  data exploration  ad-hoc queries  and analysis .          Hands on experience with statistical analysis  visualization  and data mining tools such as R and Python.          Direct experience with healthcare data  exposure to electronic health records  open source publicly available healthcare data sets is strongly preferred       
674,Data Analyst,https://www.dataanalyst.com//job/data-analyst-db,United States,General Dynamics IT,Remote,Remote,Tech,['3 - 5 '],-60000---90000,"Dec 24, 2022",     GDIT is looking for a Remote Based Data Analyst to support the MIPS PIMMS program.       This position is responsible for providing information technology services to project teams in support of critical data quality checks and in developing and maintaining measures for national quality initiatives.       MIPS promotes better care  healthier people  and smarter spending by evaluating eligible clinicians  in the outpatient setting  using a final score based on submitted data that incorporates the eligible clinician s performance on Quality  Cost  MVP  Improvement Activities  IA   and Promoting Interoperability  PI .       Primary Duties Include           Designs  develops and performs quality checks on product documentation for clinical quality measures  changes updates.          Reviews documentation created by clinical and non-clinical staff for accuracy.          Reviews health care data technical specifications  i.e.  QRDA  HL7  XML  etc.  for compliance from a technical and clinical perspective.          Partners with clinical teams in reviewing requirements  specifications  automation options  testing  support  quality assurance and training plans to ensure they are in line with business objectives and standards on projects.          Works with business analysts to review edit business requirements.          Serves as a resource expert for external customers utilizing policy-related knowledge and expertise to research and resolve issues in a timely manner and customers  satisfaction.          Researches and produces ad-hoc narrative reports and option papers with minimal turn-around time and with a high level of accuracy.          Summarizes legislative rules which impact program outcomes when applicable.          Functions as a lead analyst by reviewing  drafting and following rigorous  policies and procedures that have been thoroughly researched.          Performs quality measure detailed analysis and provides findings to the customer.          Advises customers regarding potential technical challenges in implementation of clinical quality measures  i.e.  measure additions  validation processes  and vendor capabilities etc.           Serves as liaison between project teams and customers by providing technical expertise pertaining to the development  implementation and maintenance of specific software applications  reporting systems and databases.          Performs functional testing from an end user perspective  identifying issues and recommending changes  if needed.          Advises measure stewards on quality measure content and analytical issues as it pertains to the national quality initiative.          Provides recommendations and materials for customers related to national outreach and education.          Verifies and analyzes report data when appropriate.       ,     Required Skills and Experience            BA BS Degree 3+ year s relevant experience or equivalent in experience  certifications  technical aptitude          Excellent Word  Excel and PowerPoint skills          Excellent written and verbal communication skills          Work visa sponsorship will not be provided for this position          Desired Skills And Experience           Process Improvement including Lean and Lean Six Sigma.          Knowledge of 508 compliance and applies principles to written documents to be posted to the web.          Scrum Master.          Experience with government contracts and or MIPS.          Experience in an Agile delivery environment.          Human-Centered Design.          Self-starter that can work under general direction in a highly collaborative  team-based environment.       
675,Senior Data Analyst,https://www.dataanalyst.com//job/senior-data-analyst-87,United States,Milliman,New York,In-office,Healthcare,['3 - 5 '],-90000---125000,"Dec 24, 2022",     Do you have the analytic skills to find insight in a pile of healthcare data  Do you thrive in a fast-paced environment  Milliman s NYC-Atlanta Health Practice is seeking professionals from a variety of analytic and clinical backgrounds to join our vibrant staff. We offer challenging projects  world-class resources  expert colleagues  a collaborative environment  and diverse client projects. Work  learn  and grow with us.       We are looking for a senior analyst with strong critical thinking and technical skills to contribute to a variety of projects. This role is the ideal opportunity for someone with a desire to improve their technical and data literacy skills while gaining valuable experience in the field of healthcare.       Senior Analysts have the opportunity to develop their skills on a diverse set of projects  a sample of which include            Bundled Payment Reporting Interfaces  Interactive data visualization tools that allow providers who are participating in CMS bundled payment models to understand the costs and utilization of participating episodes of care.  More information here          http   www.milliman.com Solutions Products Bundled-Payment-Reporting-Interface #                   Healthcare cost and utilization analysis  Analysis of Milliman s vast administrative claims databases to help clients understand the cost and utilization associated with various patient populations. We frequently publish these analyses in white papers and peer-reviewed publications.          Health outcomes modeling  Interactive Excel-based models that allow clients to understand how changes in treatment procedures or health behaviors affect cost and utilization outcomes.          You will serve as project manager and or subject matter expert on the following types of projects            Coding of patient identification algorithms and cost and utilization outcomes  e.g. readmission measures  quality measures . Produce code that is logically organized and well-documented          Applying innovative techniques to large claims datasets to analyze a wide array of healthcare-related topics          Creating and executing claims processing procedures that are organized and time- and resource-efficient          Deriving insights from data and articulating these insights to team members verbally and or through exhibits          Creating and preparing error-free exhibits and reports summarizing findings for client delivery          Working in collaboration with analysts  consultants  and actuaries to produce deliverables for clients in a timely manner       ,         Bachelor s or Master s degree  preferably in a quantitative  e.g. math  statistics  or healthcare-related field  e.g. Masters in Public Health           At least three years of experience analyzing medical insurance claims with SAS  SQL  R  or Python          Experience using Microsoft Excel to build models          Understanding of medical coding systems  CPT  ICD-10  DRG  etc.           Experience or knowledge of the healthcare industry and payer systems          Exceptional problem solving and analytical skills  with a knack for finding and investigating trends and patterns in data          Strong attention to detail and the ability to be precise and clear when describing results of data analyses          Strong oral and written communication skills          Strong organizational skills and ability to prioritize tasks with little supervision          Ability to work on and organize concurrent projects          Ability to work both independently and as part of a team          Preferred           Experience conducting analyses using MarketScan and or Medicare  or similar  databases          Experience with or interest using data visualization and business intelligence tools  e.g. Power BI  Tableau  or Qlikview           Advanced skills in SAS  macros  PROC SQL           At least partial in-office work at either of our two locations          Hands on project-management experience on claims-based analytic projects and or experience serving as a subject matter expert on the set up and coding of claims-based analytic projects.       
676,Data Analyst,https://www.dataanalyst.com//job/data-analyst-95,United Kingdom,The Workshop,London,Hybrid,Tech,['0 - 3 '],---,"Dec 24, 2022",     Your mission       We are looking for a Data Analyst to join our Sportsbook team and provide insight and analysis for our Sports products. In this role  you will combine your expertise in quantitative and statistical methods with your knowledge of sports to ensure our overall product and business strategies are firmly data driven. You will merge data from sports feeds  wagers  web  and customer sources to provide a comprehensive view of our Sportsbook product performance for internal stakeholders and customers. Your deliverables will include analysis  insights  and recommendations on product performance  impact of new releases  and monitoring of sports feed performance.       You will be a part of our Analytics team  who are responsible for driving insight into the performance of our digital gaming products. Their analytics drives all of TWS s decision-making  informs product &amp  feature strategies  and delivers detailed critiques of product feature performance. You will be responsible for major analytics and reporting deliverables and will work closely with senior Sports and Analytics leadership. This position may require limited international travel.       What you ll do           Take ownership of the end-to-end delivery of Sports Analytics requests  including introducing and instilling data best practice  integrating new data sources  visualizing data and presenting outputs.          Actively provide feedback on product performance functionality and make thoughtful recommendations on ways to improve Sports products and influence the roadmap.          Collaborate with Sports leadership to clearly understand their major business problems and help resolve them using data &amp  analytics.          Develop and implement new KPIs for monitoring business &amp  feature success.          Contribute to requirements for data architecture to create a robust and long term data solution based on the reporting needs.          Use data queries  SQL   statistical analysis  Python  and visualization  Tableau  to structure  analyze and report on performance.          Participate in projects outside the core area  connecting to new and unexplored datasets  based on the overall needs of the organization.       ,         Bachelor s Degree in Computer Science  Mathematics  or related field.          Have experience keen interest in Sports &amp  Sports betting.          Advanced knowledge of statistical analysis  data mining  and predictive modeling.          Be a driven learner  capable of identifying your own areas of self-development and then leveraging the team s expertise to build your analytical knowledge and skills.          Have proven experience of understanding and solving business problems.          Be an experienced communicator  able to communicate complex technical concepts to a non-technical audience.          Proficient in Tableau  Power BI or other data visualization tools.          Experience with SQL and relational databases.          Data manipulation and analysis skills.          Experience with Python.          Nice to have           Experience in multi-channel analytics  connecting to a variety of data sources with different data quality availability.       
677,Data Analyst,https://www.dataanalyst.com//job/data-analyst-fe,United Kingdom,Surrey Country Cricket Club,London,In-office,Other,['0 - 3 '],-35000,"Dec 24, 2022",     As part of the Data &amp  Insight Team  you will help the Club to harness the power of data by creating intelligent solutions to provide vital insights that inform decision making throughout the business.       You will have a responsibility to help deliver the strategies that drive sales for the major revenue streams of the Club. These include  Vitality Blast Tickets  International Test Match and One-Day International Tickets  Membership  Retail  Hospitality  Sponsorship and Conferences and Events  C&amp E .       This an exciting opportunity to join the team  and help set the direction for the use of analysis and data to create insight across the organisation and assist with decision making.       The role will work closely with our data agency  Two Circles  and members of staff across the different commercial departments.       What you ll do           creating centralised dashboards and reporting resources  automating and improving internal processes as much as possible          providing commercial reporting and analysis that delivers high level detail to drilldown on specific customers and behaviours          assisting with the design  implementation and upkeep of a purpose-built CRM platform to improve customer retention and acquisition          using data &amp  technology to improve the customer journey and business efficiency          presenting actionable insight to senior stakeholders and identifying opportunities for revenue growth          keeping customer data cleansed and easily accessible          maintaining a healthy relationship with Two Circles to fully utilise their expertise and resources          running ad-hoc analysis upon request to influence marketing decision making.       ,     The successful candidate will have the following experience   skills   qualities        Essential            Educated to at least degree level          Excellent verbal and written communication skills          Passion for numbers and identifying trends and stories through data          Excellent time management  organisational skills and attention to detail          Problem solver with a curiosity and willingness to learn new things          Proficient in MS Office          Experience using PowerBI  or similar  to create reports dashboards          Awareness of Data Protection  Privacy and Governance principles  e.g. GDPR          Attributes            Enthusiastic and proactive with a can-do attitude          Organised  and able to work independently towards a given goal          Ability to remain calm and focused when under pressure          Passionate about service delivery and continual improvement          Desirable            Experience of  or a keen interest in  the business of sport          Basic knowledge of SQL  or similar querying language           Familiarity with Salesforce or other CRM systems       
678,Data Analyst,https://www.dataanalyst.com//job/data-analyst-2f,United Kingdom,University of Hertfordshire,Hatfield,Hybrid,Education,['0 - 3 '],-35333,"Dec 24, 2022",     Closing date  05 January 2023.       The University of Hertfordshire is looking for a skilled and experienced Data Analyst to join our Insight Team on a full-time basis. The Data Analyst plays a key role in analysing and visualising data to support key strategic decisions across a range of areas including course portfolio recruitment performance and potential applicant to student conversion activity  entry tariff and fee setting.      Working within the Marketing and Communications department  you will be proactive in identifying areas of growth for the University and provide professional marketing advice to a wide range of stakeholders including Student Recruitment  academic colleagues and directly to the office of the Vice Chancellor.       At the University of Hertfordshire  we are passionate about powering all of our students and staff to achieve their potential and you would be encouraged to explore new ideas and opportunities that would support the university strategy and grow our appeal to prospective students.       Your development and training as a data analyst would also be strongly supported.       The University offers a range of employee benefits including generous annual leave and pension contribution  personal and professional development  and family-friendly policies.       Main duties and responsibilities        As a member of the Insight team  your key responsibility will not only be to report on existing trends and ongoing recruitment performance but to identify and evaluate opportunities.       To achieve this  you would be expected to be able to interpret and convert large complex data sets  using a range of methods and data transformation tools  create data visualisation  typically in Tableau and communicate key findings.       Most commonly  this would involve analysing data published by UCAS  HESA or our own admissions data.       Using historical data and trends analysis  you will also be asked to create forecasts and models on university applications and acceptances and summarise findings in easily digestible reports to inform Departmental or University policy and decision-making.       The Data Analyst would additionally undertake bespoke research and analyses in response to requests from the department    ,     You will have proven experience as a data analyst in another role  including understanding of different tools and techniques used in data transformation and data visualisation  ideally within a marketing context. At least some experience using Tableau is required.       You would be expected to bring a proactive and professional approach to working as a member of a team including the sharing of knowledge and expertise and taking ownership of areas of responsibility.       An understanding and knowledge of Higher Education would be desirable but is not essential.    
679,Data Analyst,https://www.dataanalyst.com//job/data-analyst-6b,United Kingdom,Bumble,London,Remote,Other,['0 - 3 '],---,"Dec 24, 2022",     Bumble is expanding its analytical function and we are looking for experienced analysts to be part of the business analytics department. You ll sit in the business insights team alongside 5 other professionals with varying skill sets in the realms of geospatial and strategy analytics.You ll be supporting our leadership gouvernance forums with analytical pieces and diagnostics that will play a key role in problem solving business issues and well as capitalising on new opportunities. In addition  you will work on a wide range of strategic challenges and internal consulting gigs that can relate but are not limited to competitive &amp  market intelligence  market entry  and business planning.       If you want to work with some of the most exciting technologies for big data  this is your chance  We constantly review and extend our tool stack to remain current. Continuous learning is a crucial part of the job. If you are passionate about the dating market or about our products and if any of the above speaks to you  we would like to hear from you        Key Accountabilities           Deliver actionable insights and key diagnostics to a range of stakeholder functions such as executive leadership  strategy and finance          Efficiently present your information to executive stakeholders  effectively select the right visualization types and abstract technical complexities in accessible business language- Pick up and own a variety of strategic tracks on a range of topics  e.g. impact of a post-covid world on dating  how will certain new markets respond to Bumble entry   perform data analyses and translate finding to actionable business implications          Take the lead on new exploratory research projects in a wide variety of areas          Partner with the wider Business Analytics team to solve bigger business problems          Fast delivery of actionable insights within an environment of rapidly changing priorities          Drive a culture of insightful storytelling across the Business Analytics team and beyond.       ,     Experience We Are Looking For           Proven commercial experience working with business leaders and strategy stakeholders in a previous data  consulting or investment banking role          Proven commercial experience querying  analysing and providing insights from large datasets          Good SQL knowledge  You ll know how to join union data and are skilled with analytic functions          Comfortable with visualizing data in a range of output formats  e.g. decks  or tools  e.g. BI tools such as Tableau  Microstrategy etc.  with clear attention to storytelling          Experience in presenting findings to varying audiences  technical and non-technical stakeholders  and catering presentation style appropriately          Excellent attention to detail and a clear and concise writing style          Comfortable working with a broad range of BI tools  or willingness to pick up new tools quickly   identifying the most appropriate solutions across diverse stakeholder needs          A structured mindset and way of working that does not shy away from owning and leading projects using strong project management principles          Desired Skills And Knowledge           Working knowledge of design thinking &amp  agile methodologies          Strong working knowledge of statistics          R or python knowledge  pandas  scikit-learn  statsmodels  IPython JupyterData Visualisation  D3.js  matplotlib  seaborn  plotly  ggplot  any of the above           Exposure to machine learning methodologies would be a nice to have          Exposure to Version Control software as git is a nice to have       
680,Data Analyst,https://www.dataanalyst.com//job/data-analyst-d7,United Kingdom,Anthony Nolan,London,Hybrid,Healthcare,['0 - 3 '],-34000---40000,"Dec 24, 2022",     We are looking for a Data Analyst to join our Data and Analytics team in our Operations and Patient Services Division.       As a Data Analyst you will produce lifesaving insight  enabling the organisation to make data-driven decisions through the delivery of analytics and business intelligence solutions.       You will work closely with colleagues  identifying opportunities to use data to deliver actionable insights that support the delivery of Anthony Nolan s ambitious goals.    ,     You will make use of advanced technologies  including MS Azure Data Factory  Data Studio and Power BI.    
681,Senior Data Analyst,https://www.dataanalyst.com//job/senior-data-analyst-7a,United States,RVO Health,Remote,Remote,Healthcare,['3 - 5 '],-66100---102640,"Dec 24, 2022",     We are looking to hire a Senior Analyst  Consumer Analytics to join RVO Health.       We are building an industry leading healthcare platform that will integrate the consumer health journey and help consumers access the right information  care  products  and services at the right time  bringing differentiated value to the lives of millions of people. RVO Health is a new joint venture formed via a partnership between Red Ventures  one of the world s premier digital and consumer analytics companies  and UnitedHealth Group  one of the largest healthcare providers in the world.       This exciting new role on the Membership &amp  Retention Team will focus on data  analytics  and reporting activities that deliver actionable insights to better understand our Consumers and how to market to them. This role will support all LoBs and divisions with an initial focus on our Optum Store business.       What You ll Do           Identify  ingest  and clean critical data sources used in modeling and reporting          Design  build  and manage dashboards and reporting for our marketing and business partners          Take the lead in providing metrics  insights  and recommendations on consumer analytics and marketing campaigns          Manage projects that use data and analytics to solve complex business problems          Use data and analytics to tell compelling stories about our customers and our services using modern BI tools and concise  accurate  timely reporting          Be the consumer data expert  understanding the data sources and touch points across a customer s journey to support the business as we grow and add solutions  products  and services          Be a data-literacy advocate  accelerating data knowledge and utilization across our colleagues and customers          Be a team player and advocate  and help create an inclusive  comfortable environment          Partner and work effectively with all levels of the organization and stakeholders       ,         3+ yrs of professional experience in a data and analytics role  working with consumer  retail  and marketing data          3+ yrs building data-driven  dynamic dashboards          Domain experience in areas such as consumer analytics  customer acquisition and retention  marketing analytics  and forecasting is highly desirable          Proven track record of using data and analytics to solve problems          Experience presenting complex results effectively to all levels of the organization          Some level of experience and understand of healthcare data is a plus          Candidates with specific expertise in any of these areas will be highly preferred            Strong analytical skills and background  and highly skilled data wrangling and modeling skills          Proficiency in SQL is a must          Strong data visualization skills with experience building dashboards in modern BI tools such a Domo Tableau Power BI          Some experience with marketing analytics and campaign tools such as Adobe  Google  Unica          Ability to own key deliverables and use problem solving to deliver projects on time and iterate when justified by potential  incremental value.          Entrepreneur mindset with strong business acumen and capability of coming up with creative ideas to generate value for consumers and business       
