fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,bioguide_id,ballotpedia_id,govtrack_id,twitter_name,score_norm_abs,partisan_score_twitter,partisan_score_nominate,partisan_score_govtrack,compete_ideology,compete_cookpvi,compete_eff_gap
H8CA09060,"LEE, BARBARA",CA,12,DEMOCRATIC PARTY,House,Incumbent,C,L000551,Barbara_Lee_(California),400237,barbaraleeforca,0.968041685395402,0.97953216374269,0.678,0.9854814116690784,0.8610072602336993,40,0.14119516416349742
H8CA09060,"LEE, BARBARA",CA,12,DEMOCRATIC PARTY,House,Incumbent,C,L000551,Barbara_Lee_(California),400237,repbarbaralee,0.968041685395402,0.97953216374269,0.678,0.9854814116690784,0.8610072602336993,40,0.14119516416349742
H2CA37296,"LEE, DANIEL",CA,37,DEMOCRATIC PARTY,House,Open seat,P,NA,Daniel_Lee_(California),NA,danielwaynelee0,0.6341229855955787,0.17641325536062377,NA,NA,0.4848190227743939,37,0.14142883868163195
H2NC07138,"LEE, DENTON",NC,13,DEMOCRATIC PARTY,House,Challenger,P,NA,Denton_Lee,NA,dentonleenc,0.32743183924884856,0.08382066276803118,NA,NA,0.18119799839647843,2,0.14522181327172506
H2FL15241,"LEE, LAUREL MRS.",FL,15,REPUBLICAN PARTY,House,Incumbent,C,L000597,Laurel_Lee,456892,replaurellee,0.05986868104230591,0.01072124756335282,0.464,0.24779219760457816,0.14713006819142738,4,0.3330506535762966
H2FL15241,"LEE, LAUREL MRS.",FL,15,REPUBLICAN PARTY,House,Incumbent,C,L000597,Laurel_Lee,456892,vote_laurel,0.05986868104230591,0.01072124756335282,0.464,0.24779219760457816,0.14713006819142738,4,0.3330506535762966
H4TX18054,"LEE, SHEILA JACKSON",TX,18,DEMOCRATIC PARTY,House,Incumbent,C,J000032,Sheila_Jackson_Lee,400199,jacksonlee18,0.92986876562306,0.8157894736842105,0.46,0.7912742109285953,0.04326214403429618,23,0.005532681031107278
H4TX18054,"LEE, SHEILA JACKSON",TX,18,DEMOCRATIC PARTY,House,Incumbent,C,J000032,Sheila_Jackson_Lee,400199,sjl4hrc,0.92986876562306,0.8157894736842105,0.46,0.7912742109285953,0.04326214403429618,23,0.005532681031107278
H4TX18054,"LEE, SHEILA JACKSON",TX,18,DEMOCRATIC PARTY,House,Incumbent,C,J000032,Sheila_Jackson_Lee,400199,jacksonleetx18,0.92986876562306,0.8157894736842105,0.46,0.7912742109285953,0.04326214403429618,23,0.005532681031107278
H2PA18200,"LEE, SUMMER",PA,12,DEMOCRATIC PARTY,House,Incumbent,C,L000602,Summer_Lee,456935,repsummerlee,0.8911738314033694,0.4785575048732943,0.496,0.43796700672927047,0.04099262498437661,8,0.13068722513506234
H6NV04020,"LEE, SUSIE",NV,03,DEMOCRATIC PARTY,House,Incumbent,C,L000590,Susie_Lee,412802,susieleenv,0.9497362635718386,0.9405458089668616,0.259,0.2982496563512842,0.11131689711916348,1,0.090973746382487
H6NV04020,"LEE, SUSIE",NV,03,DEMOCRATIC PARTY,House,Incumbent,C,L000590,Susie_Lee,412802,repsusielee,0.9497362635718386,0.9405458089668616,0.259,0.2982496563512842,0.11131689711916348,1,0.090973746382487
H2TN05420,"LEE, TIMOTHY BRUCE",TN,05,REPUBLICAN PARTY,House,Open seat,P,NA,Timothy_Lee_(Tennessee),NA,NA,NA,NA,NA,NA,0.2470138570677114,9,0.09212011079767463
H2NC12229,"LEE, TYLER",NC,12,REPUBLICAN PARTY,House,Challenger,P,NA,Tyler_Lee,NA,votetylerlee,0.9138105724728458,0.6871345029239766,NA,NA,0.041486557744199515,13,0.1297688605697332
H2TN05354,"LEE, WILLIAM BAXTER",TN,05,REPUBLICAN PARTY,House,Open seat,P,NA,NA,NA,NA,NA,NA,NA,NA,0.2470138570677114,9,0.09212011079767463
H2TN39015,"LEEDS, PETER MR",TN,39,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2IA03127,"LEFFLER, GARY D",IA,03,REPUBLICAN PARTY,House,Challenger,N,NA,Gary_Leffler,NA,lefflercongress,0.9405779026275892,0.8908382066276803,NA,NA,0.10558489179713004,3,0.07431131300346984
H0NM03102,"LEGER FERNANDEZ, TERESA",NM,03,DEMOCRATIC PARTY,House,Incumbent,C,L000273,Teresa_Leger_Fernandez,456835,teresafornm,0.9056192537315548,0.6364522417153996,0.331,0.55935224023324,0.28399111169882163,4,0.11139344948634901
H0NM03102,"LEGER FERNANDEZ, TERESA",NM,03,DEMOCRATIC PARTY,House,Incumbent,C,L000273,Teresa_Leger_Fernandez,456835,repteresalf,0.9056192537315548,0.6364522417153996,0.331,0.55935224023324,0.28399111169882163,4,0.11139344948634901
H2CT01197,"LEGNANI, ANDREW JOSEPH",CT,01,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.2834661179824749,12,0.0527124125568607
H2KY04212,"LEHMAN, MATTHEW",KY,04,DEMOCRATIC PARTY,House,Challenger,N,NA,Matthew_Lehman_(Kentucky),NA,lehman4kentucky,0.4312442499144815,0.10916179337231968,NA,NA,0.43551336293842824,19,0.06413242607933448
H2FL12131,"LEISER, CHRISTOPHER MR.",FL,12,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.4373189601112579,17,0.26783133911027035
H2MD05585,"LEMON, MICHAEL S",MD,05,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.03139181281643588,15,0.031033549641905727
H2MI03171,"LEMONS-JOHNSON, AUDRA MRS.",MI,03,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.04821159282805576,1,0.10898034829121804
H2ID01184,"LENNEY, BRIAN",ID,01,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.735932002958708,22,0.04126624130041407
H2CA12216,"LENTZ, GREG",CA,12,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.8610072602336993,40,0.14119516416349742
H2TX09156,"LEON, JIMMY",TX,09,REPUBLICAN PARTY,House,Challenger,P,NA,Jimmy_Leon,NA,NA,NA,NA,NA,NA,0.1084092793056024,26,0.07860091259019397
H2TX09149,"LEON, JIMMY I",TX,09,REPUBLICAN PARTY,House,Challenger,N,NA,Jimmy_Leon,NA,NA,NA,NA,NA,NA,0.1084092793056024,26,0.07860091259019397
H8TX28203,"LEONE, ROSS LYNN",TX,15,LIBERTARIAN PARTY,House,Challenger,N,NA,Ross_Leone,NA,NA,NA,NA,NA,NA,0.08010970310980947,1,0.10947256073422221
H2TX15245,"LERMA, JOHN C",TX,15,REPUBLICAN PARTY,House,Challenger,N,NA,John_Lerma,NA,NA,NA,NA,NA,NA,0.08010970310980947,1,0.10947256073422221
H8AZ08158,"LESKO, DEBBIE",AZ,08,REPUBLICAN PARTY,House,Incumbent,C,L000589,Debbie_Lesko,412745,repdlesko,0.8975687112117012,0.5311890838206628,0.616,0.8419061158998091,0.3548588998789144,10,0.09929554871808417
H8AZ08158,"LESKO, DEBBIE",AZ,08,REPUBLICAN PARTY,House,Incumbent,C,L000589,Debbie_Lesko,412745,debbielesko,0.8975687112117012,0.5311890838206628,0.616,0.8419061158998091,0.3548588998789144,10,0.09929554871808417
H2LA05126,"LETLOW, JULIA",LA,05,REPUBLICAN PARTY,House,Incumbent,C,L000595,Julia_Letlow,456859,repjulialetlow,0.4566823818622172,0.11208576998050682,0.412,0.10228364617995234,0.7079916978208434,17,0.07683552936878248
H2LA05126,"LETLOW, JULIA",LA,05,REPUBLICAN PARTY,House,Incumbent,C,L000595,Julia_Letlow,456859,jbletlow,0.4566823818622172,0.11208576998050682,0.412,0.10228364617995234,0.7079916978208434,17,0.07683552936878248
H2ME01149,"LEVASSEUR, SHAWN",ME,01,LIBERTARIAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.11725664164734417,9,0.06923784256932108
H2TX01088,"LEVI, ROBERT",TX,01,INDEPENDENT,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.7641301370383149,26,0.016269381450119687
H8MI09118,"LEVIN, ANDY",MI,11,DEMOCRATIC PARTY,House,Incumbent,P,L000592,Andy_Levin,412785,andy_levin,0.9844040568845286,0.9922027290448344,NA,0.7061814047943447,0.1497712590436866,7,0.09383540631487969
H8CA49058,"LEVIN, MIKE",CA,49,DEMOCRATIC PARTY,House,Incumbent,C,L000593,Mike_Levin,412760,mikelevin,0.947773808696646,0.9317738791423,0.358,0.552803494487285,0.09305270047893477,3,0.19371669487180787
H8CA49058,"LEVIN, MIKE",CA,49,DEMOCRATIC PARTY,House,Incumbent,C,L000593,Mike_Levin,412760,repmikelevin,0.947773808696646,0.9317738791423,0.358,0.552803494487285,0.09305270047893477,3,0.19371669487180787
H2ID02224,"LEVY, DANIEL ALGIERS LUCAS",ID,02,REPUBLICAN PARTY,House,Challenger,N,NA,Daniel_Algiers_Lucas_Levy,NA,algierz,0.6628882152258746,0.189083820662768,NA,NA,0.6411186986996218,14,0.08887999230136959
H2CO04151,"LEWIS, BOB",CO,04,REPUBLICAN PARTY,House,Challenger,C,NA,Robert_Lewis_(Colorado_congressional_candidate),NA,NA,NA,NA,NA,NA,0.3001174428038287,13,0.07551791388509901
H2MI03221,"LEWIS, JAMIE",MI,03,LIBERTARIAN PARTY,House,Challenger,N,NA,Jamie_Lewis,NA,NA,NA,NA,NA,NA,0.04821159282805576,1,0.10898034829121804
H2MD04323,"LEWIS, JAZZ",MD,04,DEMOCRATIC PARTY,House,Open seat,P,NA,NA,NA,NA,NA,NA,NA,NA,0.44202060951088973,40,0.01848723447285227
H8VA06138,"LEWIS, JENNIFER",VA,06,DEMOCRATIC PARTY,House,Challenger,P,NA,Jennifer_Lewis_(Virginia),NA,jenniferforva,NA,NA,NA,NA,0.4346963515601321,14,0.07029830625690259
H2IL01307,"LEWIS, MARCUS",IL,01,DEMOCRATIC PARTY,House,Open seat,N,NA,Marcus_Lewis,NA,NA,NA,NA,NA,NA,0.22248137159433745,20,0.010039345239597987
H2TX19072,"LEWIS, NATHAN ALLEN",TX,19,INDEPENDENT,House,Challenger,N,NA,Nathan_Lewis,NA,nlewis1111,NA,NA,NA,NA,0.6020985045045124,26,0.06556571149643599
H2SC01143,"LEWIS, TIMOTHY",SC,01,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.28993389337207987,7,0.12429986096146312
H2KY45017,"LEYTON, MATHEW JEFF MR",KY,45,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H8IN01096,"LEYVA, MARK J",IN,01,REPUBLICAN PARTY,House,Challenger,N,NA,Mark_Leyva,NA,NA,NA,NA,NA,NA,0.1950821024282665,3,0.08885494994441161
H2NY10274,"LI, JIMMY JIANG",NY,10,DEMOCRATIC PARTY,House,Challenger,C,NA,Jimmy_Jiang_Li,NA,NA,NA,NA,NA,NA,0.6289638789079699,35,0.012299391598018667
H2GA19019,"LIBBERMAN, CATHERINE MRS",GA,19,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2OH07274,"LICURSI, VINCE",OH,07,WRITE-IN,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.25164089322448446,7,0.1874559401043983
H4CA33119,"LIEU, TED",CA,36,DEMOCRATIC PARTY,House,Incumbent,C,L000582,Ted_Lieu,412616,reptedlieu,0.8523866203290251,0.3216374269005848,0.378,0.6690662176320639,0.543161805706675,21,0.17293249665209173
H4CA33119,"LIEU, TED",CA,36,DEMOCRATIC PARTY,House,Incumbent,C,L000582,Ted_Lieu,412616,tedlieu,0.8523866203290251,0.3216374269005848,0.378,0.6690662176320639,0.543161805706675,21,0.17293249665209173
H0CA33216,"LIEW, SARAH SUN DR.",CA,33,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.09106074284245991,12,0.07748390021480676
H2FL07149,"LIGGETT, JEREMY",FL,07,REPUBLICAN PARTY,House,Open seat,C,NA,NA,NA,NA,NA,NA,NA,NA,0.12483361707508589,5,0.1253252951777905
H2AZ05165,"LINDBERG, TRAVIS J",AZ,05,INDEPENDENT,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.36807206087223765,11,0.10090170560577762
H8KY02080,"LINDERMAN, HANK",KY,02,DEMOCRATIC PARTY,House,Challenger,P,NA,Hank_Linderman,NA,hank4ky,0.16143216367396018,0.03703703703703703,NA,NA,0.5341704568024674,21,0.1320278638607606
H2MN07121,"LINDQUIST, MARK J.",MN,07,DEMOCRATIC-FARMER-LABOR,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.546851728327614,19,0.11912769964736368
H2TN03185,"LINDSEY, BABO",TN,03,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5286848506294755,19,0.04854344200189265
H2TN03193,"LINDSEY, LUCY JELLYBEAN",TN,03,INDEPENDENT,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5286848506294755,19,0.04854344200189265
H0TX34034,"LINGSCH, ROD",TX,37,REPUBLICAN PARTY,House,Open seat,N,NA,Rod_Lingsch,NA,NA,NA,NA,NA,NA,0.3781869410723353,24,NA
H2VA08152,"LIPSMAN, KARINA",VA,08,REPUBLICAN PARTY,House,Challenger,P,NA,Karina_Lipsman,NA,karinacongress,NA,NA,NA,NA,0.4818889521862372,26,0.01977534784037215
H2TX23132,"LIRA, JOHN",TX,23,DEMOCRATIC PARTY,House,Challenger,P,NA,John_Lira_(Texas),NA,liraforcongress,0.1906038143564431,0.04580896686159844,NA,NA,0.33160937202506435,5,0.15073575823558455
H2GA01264,"LITCHFIELD, GEORGE E MR. II",GA,01,CONSERVATIVE PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.4486859734517472,9,0.16962877354615138
H2MA09221,"LITTLES, MARK",MA,09,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.19686015098986875,6,0.06976873284326242
H2AZ02428,"LIZER, MYRON",AZ,02,REPUBLICAN PARTY,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5307038288640278,6,0.1407122938280509
H2MO07218,"LOCKWOOD, BRYCE F.",MO,07,DEMOCRATIC PARTY,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5632667737809012,24,0.028577438885298206
H2MD04372,"LOEB, ERIC",MD,04,REPUBLICAN PARTY,House,Open seat,P,NA,Eric_Loeb,NA,NA,NA,NA,NA,NA,0.44202060951088973,40,0.01848723447285227
H4CA16049,"LOFGREN, ZOE",CA,18,DEMOCRATIC PARTY,House,Incumbent,C,L000397,Zoe_Lofgren,400245,repzoelofgren,0.9264881035737008,0.7875243664717348,0.4,0.6155965276364712,0.31025749647988987,21,0.08223975962053073
H4CA16049,"LOFGREN, ZOE",CA,18,DEMOCRATIC PARTY,House,Incumbent,C,L000397,Zoe_Lofgren,400245,zoelofgren,0.9264881035737008,0.7875243664717348,0.4,0.6155965276364712,0.31025749647988987,21,0.08223975962053073
H2CT05222,"LOGAN, GEORGE S",CT,05,REPUBLICAN PARTY,House,Challenger,P,NA,George_Logan_(Connecticut),NA,gsloganct,0.891722049310451,0.48635477582846,NA,NA,0.12749313482391356,3,0.08190180381139599
H2IL17121,"LOGEMANN, JONATHAN",IL,17,DEMOCRATIC PARTY,House,Open seat,C,NA,Jonathan_Logemann,NA,mrlogemann,0.8825038300207695,0.3937621832358674,NA,NA,0.15694690323093408,2,0.13360241123508315
H2AZ03160,"LOGSDON, JOSHUA",AZ,03,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.11792423711781042,24,0.1009229935796517
H2IL16081,"LOMBARDI, JACK MR II",IL,14,REPUBLICAN PARTY,House,Challenger,N,NA,Jack_Lombardi_II,NA,jacklombardi,NA,NA,NA,NA,0.03397499920212477,4,0.16036291396241928
H6MO07235,"LOMBARDI-OLIVE, CAMILLE",MO,07,REPUBLICAN PARTY,House,Open seat,N,NA,Camille_Lombardi-Olive,NA,NA,NA,NA,NA,NA,0.5632667737809012,24,0.028577438885298206
H2FL01282,"LOMBARDO, MARK",FL,01,REPUBLICAN PARTY,House,Challenger,C,NA,Mark_Lombardo,NA,NA,NA,NA,NA,NA,0.5075825307101356,19,0.046529234750191786
H2GA09259,"LONDON, JOHN",GA,09,REPUBLICAN PARTY,House,Challenger,N,NA,John_London,NA,NA,NA,NA,NA,NA,0.6649094104978472,22,0.12688762104316464
H2CO08145,"LONG, TIMOTHY LOUIS",CO,08,UNAFFILIATED,House,Open seat,C,NA,Tim_Long_(Colorado),NA,NA,NA,NA,NA,NA,0.05036764408334293,0,NA
H0FL21078,"LOOMER, LAURA",FL,11,REPUBLICAN PARTY,House,Challenger,P,NA,Laura_Loomer,NA,NA,NA,NA,NA,NA,0.26426404649696345,8,0.07823800076996165
H2TX23165,"LOPEZ, FRANCISCO JR",TX,23,INDEPENDENT,House,Challenger,P,NA,Francisco_Lopez_(Texas),NA,usborderpatriot,NA,NA,NA,NA,0.33160937202506435,5,0.15073575823558455
H2CA40076,"LOPEZ, JAZMIN NICOLE",CA,42,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.44694228816704074,22,0.1524285511660667
H2AZ09167,"LOPEZ, JESUS RENE JR.",AZ,09,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.5633112522380899,16,0.12402922474702936
H2TX07069,"LOPEZ, ROLAND",TX,38,REPUBLICAN PARTY,House,Open seat,P,NA,Roland_Lopez,NA,texansforlopez,0.9195883586607464,0.732943469785575,NA,NA,0.2526192914327976,12,NA
H2MN04177,"LOR XIONG, MAY",MN,04,REPUBLICAN PARTY,House,Challenger,P,NA,May_Lor_Xiong,NA,xiongmay,0.8895603206488518,0.43762183235867447,NA,NA,0.3734161188290973,17,0.062155306947714206
H2MI01142,"LORINSER, ROBERT JAMES",MI,01,DEMOCRATIC PARTY,House,Challenger,N,NA,Bob_Lorinser,NA,NA,NA,NA,NA,NA,0.5070231894742965,13,0.11804494852913197
H2MI08162,"LOTT, CHERIE",MI,11,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA,NA,0.1497712590436866,7,0.09383540631487969
H2VA10166,"LOTT, PAUL KINNEY MR. SR",VA,10,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.03771929973250465,6,0.10560856269529821
H2TX27281,"LOUDERBACK, ANDREW JOHN",TX,27,REPUBLICAN PARTY,House,Challenger,P,NA,A.J._Louderback,NA,louderbackaj,NA,NA,NA,NA,0.39163510002075586,13,0.0839721419755055
H4GA11061,"LOUDERMILK, BARRY",GA,11,REPUBLICAN PARTY,House,Incumbent,N,L000583,Barry_Loudermilk,412624,standwithbarry,0.9035480229571122,0.6033138401559455,0.684,0.2660419260496427,0.3580413788330168,11,0.18364653984813004
H4GA11061,"LOUDERMILK, BARRY",GA,11,REPUBLICAN PARTY,House,Incumbent,N,L000583,Barry_Loudermilk,412624,reploudermilk,0.9035480229571122,0.6033138401559455,0.684,0.2660419260496427,0.3580413788330168,11,0.18364653984813004
H2NM01219,"LOUIS, GEORGENE",NM,01,DEMOCRATIC PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.015840196450633615,5,0.1254249368691696
H2VA05075,"LOWE, KIMBERLY",VA,09,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.6012111026871172,23,0.09486733174997977
H2FL10333,"LOWE, THUY",FL,10,REPUBLICAN PARTY,House,Open seat,P,NA,Thuy_Lowe,NA,thuy_lowe,NA,NA,NA,NA,0.10470641193980135,14,0.2843863751250869
H2AZ02352,"LOWELL, DOUGLAS",AZ,02,REPUBLICAN PARTY,House,Open seat,C,NA,NA,NA,NA,NA,NA,NA,NA,0.5307038288640278,6,0.1407122938280509
H2AK01190,"LOWENFELS, JEFF",AK,00,NON-PARTY,House,Open seat,P,NA,Jeff_Lowenfels,NA,gardenerjeff,NA,NA,NA,NA,0.49543194293402926,8,0.0963368019870488
H2CA00104,"LOWENTHAL, ALAN",CA,47,DEMOCRATIC PARTY,House,NA,P,L000579,NA,412521,replowenthal,0.9368312941002312,0.8567251461988304,NA,0.7847646484965556,0.22920906314372969,3,0.14120481606860397
H2TX21144,"LOWRY, ROBERT DR.",TX,21,REPUBLICAN PARTY,House,Challenger,C,NA,Robert_Lowry,NA,drrobertlowry,0.3619626602409056,0.094541910331384,NA,NA,0.3206060358765124,13,0.09909487861201155
H2NY05142,"LOZADA, FRANK J",NY,05,DEMOCRATIC PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.4892939783471074,30,0.09881368277577156
H4OK06056,"LUCAS, FRANK D.",OK,03,REPUBLICAN PARTY,House,Incumbent,C,L000491,Frank_Lucas,400247,repfranklucas,0.9019061138484128,0.5721247563352827,0.366,0.0662071754864837,0.5662760461508851,24,0.026596194126804515
H4OK06056,"LUCAS, FRANK D.",OK,03,REPUBLICAN PARTY,House,Incumbent,C,L000491,Frank_Lucas,400247,frankdlucas,0.9019061138484128,0.5721247563352827,0.366,0.0662071754864837,0.5662760461508851,24,0.026596194126804515
H2IN01206,"LUCAS, MARTIN",IN,01,REPUBLICAN PARTY,House,Challenger,N,NA,Martin_Lucas,NA,votelucas2022,NA,NA,NA,NA,0.1950821024282665,3,0.08885494994441161
H2AZ09241,"LUCIER, DAVID",AZ,09,WRITE-IN,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5633112522380899,16,0.12402922474702936
H2CA41157,"LUCIO, JOHN MICHAEL",CA,41,REPUBLICAN PARTY,House,Challenger,N,NA,John_Michael_Lucio,NA,NA,NA,NA,NA,NA,0.0010426636574154546,3,0.13061545821592965
H2NJ10253,"LUDDEN, KENDAL",NJ,10,LIBERAL PARTY,House,Challenger,N,NA,Kendal_Ludden,NA,NA,NA,NA,NA,NA,0.49226923030500014,30,0.055526225561964945
H2NJ10246,"LUDDEN, KENDAL",NJ,10,LIBERAL PARTY,House,Challenger,N,NA,Kendal_Ludden,NA,NA,NA,NA,NA,NA,0.49226923030500014,30,0.055526225561964945
H8MO09153,"LUETKEMEYER, W BLAINE",MO,03,REPUBLICAN PARTY,House,Incumbent,C,L000569,NA,412292,repblaine,0.8973991015485399,0.530214424951267,0.444,0.27938946096226536,0.45446384643150894,16,0.037727881519107845
H8MO09153,"LUETKEMEYER, W BLAINE",MO,03,REPUBLICAN PARTY,House,Incumbent,C,L000569,NA,412292,luetkemeyerb,0.8973991015485399,0.530214424951267,0.444,0.27938946096226536,0.45446384643150894,16,0.037727881519107845
H2CA25200,"LUEVANOS, RUTH",CA,25,DEMOCRATIC PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.13089488451600972,6,0.22535115733804453
H2CO07238,"LUJAN, JP",CO,07,WRITE-IN,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.036794385882237046,4,0.11246423599391316
H2NM02225,"LUNA, ELISEO",NM,02,WRITE-IN,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.23962692649091188,1,0.12812410846201916
H2NM01185,"LUND, SHERIDAN JOSHUA",NM,01,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.015840196450633615,5,0.1254249368691696
H2NC11288,"LUNSFORD, BYNUM M",NC,11,DEMOCRATIC PARTY,House,Challenger,N,NA,Bynum_Lunsford,NA,NA,NA,NA,NA,NA,0.3202226325749704,8,0.11979168592392173
H8VA02111,"LURIA, ELAINE",VA,02,DEMOCRATIC PARTY,House,Incumbent,P,L000591,Elaine_Luria,412830,elaineluriava,0.9175284864587184,0.7153996101364523,NA,0.3146331331968484,0.23813782254383975,2,0.12191202053290855
H8VA02111,"LURIA, ELAINE",VA,02,DEMOCRATIC PARTY,House,Incumbent,P,L000591,Elaine_Luria,412830,elaineluria,0.9175284864587184,0.7153996101364523,NA,0.3146331331968484,0.23813782254383975,2,0.12191202053290855
H2GA14101,"LUTIN, CHARLES DAVID DOCTOR",GA,14,REPUBLICAN PARTY,House,Challenger,P,NA,Charles_Lutin,NA,NA,NA,NA,NA,NA,0.5762309145480033,22,0.2076412973295017
H2TX08182,"LUTTRELL, MORGAN JOE",TX,08,REPUBLICAN PARTY,House,Incumbent,C,L000603,Morgan_Luttrell,456942,repluttrell,0.9265621164396908,0.7884990253411306,0.707,0.22477160632090776,0.4261818148948022,16,0.146886849326991
H2TX08182,"LUTTRELL, MORGAN JOE",TX,08,REPUBLICAN PARTY,House,Incumbent,C,L000603,Morgan_Luttrell,456942,mluttrelltx,0.9265621164396908,0.7884990253411306,0.707,0.22477160632090776,0.4261818148948022,16,0.146886849326991
H8CA32062,"LUTZ, MARY ANN",CA,32,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.5913114631082542,20,0.12857603509111704
H2LA02297,"LUX, DANIEL ANTHONY",LA,02,REPUBLICAN PARTY,House,Challenger,C,NA,Dan_Lux,NA,votedlux,NA,NA,NA,NA,0.08427821127255908,25,0.07303995505773347
H2CA01219,"LYDON, ROBERT K",CA,01,DEMOCRATIC PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.27959641807446434,12,0.1713061142785605
H2KY04204,"LYKINS, JARROD MASON",KY,04,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.43551336293842824,19,0.06413242607933448
H8NY10081,"LYNCH, HOLLY",NY,10,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA,NA,0.6289638789079699,35,0.012299391598018667
H2MA09072,"LYNCH, STEPHEN",MA,08,DEMOCRATIC PARTY,House,Incumbent,C,L000562,Stephen_Lynch,400249,repstephenlynch,0.9015587626677528,0.5662768031189084,0.349,0.6706656292321487,0.4973695656194107,15,0.08135279411418989
H2MA09072,"LYNCH, STEPHEN",MA,08,DEMOCRATIC PARTY,House,Incumbent,C,L000562,Stephen_Lynch,400249,replynch,0.9015587626677528,0.5662768031189084,0.349,0.6706656292321487,0.4973695656194107,15,0.08135279411418989
H2IL02214,"LYNCH, THOMAS",IL,02,REPUBLICAN PARTY,House,Challenger,N,NA,Thomas_Lynch_(Illinois),NA,NA,NA,NA,NA,NA,0.17540593419922856,19,0.039038836184906375
H6FL13189,"LYNN, ERIC",FL,13,DEMOCRATIC PARTY,House,Open seat,P,NA,Eric_Lynn,NA,ericlynnfl,0.721277920195872,0.21442495126705652,NA,NA,0.15093795780339447,6,0.1618568968468025
H2CA47170,"LYONS, MICHELLE",CA,47,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA,NA,0.22920906314372969,3,0.14120481606860397
H2AK01232,"LYONS, ROBERT",AK,00,REPUBLICAN PARTY,House,Open seat,N,NA,Robert_Lyons,NA,NA,NA,NA,NA,NA,0.49543194293402926,8,0.0963368019870488
H8OH13154,"LYRAS, LOUIS GEORGE",OH,06,DEMOCRATIC PARTY,House,Challenger,C,NA,Lou_Lyras,NA,NA,NA,NA,NA,NA,0.5004649105446504,16,0.08504883396390311
