,fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,party_simple,key,ballotpedia,bioguide_id,twitter_name,twitter_id,twitter_status_tweet,twitter_status_name,twitter_status_id
2494,H2NC11270,"GUTIERREZ, MARCO",NC,11,DEMOCRATIC PARTY,House,Challenger,N,Democrat,marco  gutierrez,https://ballotpedia.org/Marco_Gutierrez_(North_Carolina),,,,,,
2495,H2CA31158,"GUTIERREZ, REX DALE ALEXANDER",CA,31,REPUBLICAN PARTY,House,Challenger,P,Republican,rex  gutierrez,,,,,,,
2496,H2PA15115,"GUYETT, MATTHEW M",PA,15,REPUBLICAN PARTY,House,Challenger,N,Republican,matthew  guyett,,,,,,,
2497,H2AZ08219,"GUZMAN, ALIXANDRIA",AZ,8,,House,Challenger,N,Other,alixandria  guzman,,,,,,,
2498,H8NM01331,"HAALAND, DEBRA",NM,1,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,debra  haaland,,H001080,,,,,
2499,H2TX15153,"HADDAD, ROBERTO ADRIAN",TX,15,DEMOCRATIC PARTY,House,Challenger,C,Democrat,roberto  haddad,,,,,,,
2500,H2IL16156,"HADERLEIN, ELIZABETH",IL,16,DEMOCRATIC PARTY,House,Open seat,C,Democrat,elizabeth  haderlein,https://ballotpedia.org/Elizabeth_Haderlein,,,,,,
2501,H2NC13177,"HAFF, GRAYSON",NC,13,REPUBLICAN PARTY,House,Open seat,N,Republican,grayson  haff,,,averyfrix,325170145,,,
2503,H0MN01045,"HAGEDORN, JAMES",MN,1,REPUBLICAN PARTY,House,Incumbent,P,Republican,james  hagedorn,,H001088,,,,,
2504,H2WY00166,"HAGEMAN, HARRIET",WY,0,REPUBLICAN PARTY,House,Incumbent,C,Republican,harriet  hageman,https://ballotpedia.org/Harriet_Hageman,H001096,,,,,
2505,H2MI07131,"HAGG, JACOB",MI,7,REPUBLICAN PARTY,House,Challenger,C,Republican,jacob  hagg,,,froschforok,,,Name not found.,
2507,H2NY01117,"HAHN, KARA",NY,1,DEMOCRATIC PARTY,House,Open seat,P,Democrat,kara  hahn,,,,,,,
2509,H2NY01240,"HAHN, PATRICK JOHN MR.",NY,1,REPUBLICAN PARTY,House,Open seat,N,Republican,patrick  hahn,,,maxwellfrostfl,67309671,,,
2510,H2TX36142,"HAIRE, MARVIN JONATHAN",TX,36,DEMOCRATIC PARTY,House,Challenger,C,Democrat,marvin  haire,https://ballotpedia.org/Jon_Haire,,,,,,
2512,H2TX07085,"HAJJAR, JAFAR",TX,7,REPUBLICAN PARTY,House,Challenger,N,Republican,jafar  hajjar,,,maxwellfrostfl,67309671,,,
2513,H2CA36496,"HAKAMI, ARIANA",CA,36,REPUBLICAN PARTY,House,Challenger,P,Republican,ariana  hakami,https://ballotpedia.org/Ariana_Hakami,,russellfrysc,58784217,,,
2516,H2MI01167,"HAKOLA, LIZ",MI,1,OTHER,House,Challenger,N,Other,liz  hakola,https://ballotpedia.org/Liz_Hakola,,reprussellfry,1603514304354983941,,,
2517,H2KY05177,"HALBLEIB, CONOR",KY,5,DEMOCRATIC PARTY,House,Challenger,P,Democrat,conor  halbleib,https://ballotpedia.org/Conor_Halbleib,,,,,,
2518,H2AK01224,"HALCRO, ANDREW J MR",AK,0,REPUBLICAN PARTY,House,Open seat,N,Republican,andrew  halcro,,,russellfrysc,58784217,,,
2520,H0TX05125,"HALE, KEVIN",TX,5,LIBERTARIAN PARTY,House,Challenger,P,Other,kevin  hale,https://ballotpedia.org/Kevin_Hale,,,,,,
2522,H2VA06206,"HALE, MERRITT",VA,6,REPUBLICAN PARTY,House,Challenger,C,Republican,merritt  hale,https://ballotpedia.org/Merritt_Hale,,repmarciafudge,153486399,,,
2523,H0MA04259,"HALL, JULIE",MA,4,REPUBLICAN PARTY,House,Challenger,C,Republican,julie  hall,,,,,,,
2525,H2IN05157,"HALL, MATT",IN,5,DEMOCRATIC PARTY,House,Challenger,P,Democrat,matt  hall,https://ballotpedia.org/Matt_Hall_(Indiana),,reprussfulcher,1078741899572240384,,,
2526,H2CT02203,"HALL, WILLIAM",CT,2,LIBERTARIAN PARTY,House,Challenger,N,Other,william  hall,,,reprussfulcher,1078741899572240384,,,
2528,H2CA28188,"HALLMAN, WESLEY PHILLIP",CA,28,REPUBLICAN PARTY,House,Challenger,P,Republican,wesley  hallman,https://ballotpedia.org/Wes_Hallman,,,,,,
2530,H2NJ11269,"HALTER, ALEXANDER R",NJ,11,REPUBLICAN PARTY,House,Challenger,N,Republican,alexander  halter,https://ballotpedia.org/Alexander_Halter,,russfulcher,172944579,,,
2531,H2NY10134,"HAMDAN, BENINE",NY,10,REPUBLICAN PARTY,House,Challenger,P,Republican,benine  hamdan,https://ballotpedia.org/Benine_Hamdan,,russfulcher,172944579,,,
2534,H2VA04144,"HAMILTON, ANDREW PHILIP",VA,4,REPUBLICAN PARTY,House,Challenger,N,Republican,andrew  hamilton,,,robindfulford,42133917,,,
2536,H2TX30137,"HAMILTON, JANE HOPE",TX,30,DEMOCRATIC PARTY,House,Open seat,C,Democrat,jane  hamilton,https://ballotpedia.org/Jane_Hamilton,,robinfulfordtx,1455720390655873025,,,
2537,H2FL23153,"HAMILTON, MICHAELANGELO COLLINS",FL,23,DEMOCRATIC PARTY,House,Challenger,C,Democrat,michaelangelo  hamilton,https://ballotpedia.org/Michaelangelo_Hamilton,,,,,,
2538,H0CA03128,"HAMILTON, TAMIKA",CA,6,REPUBLICAN PARTY,House,Challenger,N,Republican,tamika  hamilton,https://ballotpedia.org/Tamika_Hamilton,,,,,,
2539,H2DC01011,"HAMILTON, WENDY REV",DC,0,DEMOCRATIC PARTY,House,Challenger,P,Democrat,wendy  hamilton,,,fullmer4utah,21374647,,,
2541,H8SC07071,"HAMMOND, LARRY GUY",SC,7,LIBERTARIAN PARTY,House,Challenger,N,Other,larry  hammond,https://ballotpedia.org/Larry_Guy_Hammond,,,,,,
2543,H2CA02225,"HAMPSON, BETH",CA,2,DEMOCRATIC PARTY,House,Challenger,C,Democrat,beth  hampson,https://ballotpedia.org/Beth_Hampson,,allanfungri,878984646,,,
2544,H2FL18104,"HAMSTEAD, AARON MR",FL,18,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,aaron  hamstead,,,,,,,
2545,H2CA45190,"HANCOCK, ADAM M",CA,45,REPUBLICAN PARTY,House,Challenger,N,Republican,adam  hancock,,,,,,,
2546,H2CA45182,"HANCOCK, ADAM MATTHEW",CA,45,REPUBLICAN PARTY,House,Challenger,N,Republican,adam  hancock,,,,,,,
2547,H2WI08097,"HANCOCK, JULIE",WI,8,DEMOCRATIC PARTY,House,Challenger,N,Democrat,julie  hancock,https://ballotpedia.org/Julie_Hancock,,,,,,
2548,H2NV02502,"HANIFAN, TIMOTHY R.",NV,2,DEMOCRATIC PARTY,House,Challenger,P,Democrat,timothy  hanifan,https://ballotpedia.org/Timothy_Hanifan,,,,,,
2550,H2FL06216,"HANNOUSH, JOSEPH ""JOE""",FL,6,OTHER,House,Challenger,N,Other,joseph  hannoush,https://ballotpedia.org/Joe_Hannoush,,hoosiers4fyfe,1395091832359596046,,,
2551,H2NY13179,"HANO, MICHAEL",NY,13,DEMOCRATIC PARTY,House,Challenger,N,Democrat,michael  hano,,,,,,,
2552,H2NH02294,"HANSEL, GEORGE",NH,2,REPUBLICAN PARTY,House,Challenger,P,Republican,george  hansel,https://ballotpedia.org/George_Hansel,,cherif4congress,,No tweets found.,Name not found.,
2554,H2WA06160,"HANSEN, AARON",WA,6,REPUBLICAN PARTY,House,Challenger,N,Republican,aaron  hansen,,,,,,,
2555,H2NV02577,"HANSEN, BRIAN J",NV,2,DEMOCRATIC PARTY,House,Challenger,N,Democrat,brian  hansen,https://ballotpedia.org/Brian_Hansen,,,,,,
2556,H2GA06172,"HANSON, MEAGAN MYERS",GA,6,REPUBLICAN PARTY,House,Challenger,P,Republican,meagan  hanson,https://ballotpedia.org/Meagan_Hanson,,repmattgaetz,818948638890217473,,,
2559,H8IL05073,"HANSON, TOM",IL,5,REPUBLICAN PARTY,House,Challenger,N,Republican,tom  hanson,https://ballotpedia.org/Tom_Hanson,,mattgaetz,58579942,,,
2560,H2IL05241,"HANSON, TOMMY",IL,5,REPUBLICAN PARTY,House,Challenger,P,Republican,tommy  hanson,https://ballotpedia.org/Tom_Hanson,,,,,,
2561,H2IA03093,"HANUSA, MARY ANN",IA,3,REPUBLICAN PARTY,House,Challenger,C,Republican,mary  hanusa,,,,,,,
2562,H0GA06200,"HARBIN, BLAKE",GA,6,REPUBLICAN PARTY,House,Challenger,P,Republican,blake  harbin,https://ballotpedia.org/Blake_Harbin,,,,,,
2563,H0OR03174,"HARBOUR, JOANNA",OR,3,REPUBLICAN PARTY,House,Challenger,P,Republican,joanna  harbour,https://ballotpedia.org/Joanna_Harbour,,,,,,
2565,H2MD01238,"HARDEN, R. DAVID",MD,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,r  harden,https://ballotpedia.org/Dave_Harden,,mikeforwi,1558285818,,,
2566,H2OH08058,"HARDENBROOK, JEFF",OH,10,DEMOCRATIC PARTY,House,Challenger,N,Democrat,jeff  hardenbrook,https://ballotpedia.org/Jeff_Hardenbrook,,,,,,
2568,H8CA10126,"HARDER, JOSH",CA,9,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,josh  harder,https://ballotpedia.org/Josh_Harder,H001090,mikeforwi,1558285818,,,
2569,H8CA10126,"HARDER, JOSH",CA,9,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,josh  harder,https://ballotpedia.org/Josh_Harder,H001090,repgallagher,815966620300480514,,,
2571,H2OR06074,"HARDER, KATHLEEN",OR,6,DEMOCRATIC PARTY,House,Open seat,P,Democrat,kathleen  harder,https://ballotpedia.org/Kathleen_Harder,,electgallardo,,No tweets found.,Name not found.,
2572,H2WY01057,"HARDISON, CASEY",WY,0,OTHER,House,Challenger,N,Other,casey  hardison,,,,,,,
2574,H8NV04059,"HARDY, CRESENT",NV,1,REPUBLICAN PARTY,House,Challenger,C,Republican,cresent  hardy,https://ballotpedia.org/Cresent_Hardy,,rubengallego,49217025,,,
2576,H2FL20217,"HARDY, OMARI",FL,20,DEMOCRATIC PARTY,House,Challenger,C,Democrat,omari  hardy,https://ballotpedia.org/Omari_Hardy,,reprubengallego,2966570782,,,
2577,H2OH07183,"HARMAN, MATTHEW S",OH,7,DEMOCRATIC PARTY,House,Open seat,N,Democrat,matthew  harman,https://ballotpedia.org/Matt_Harman,,reprubengallego,2966570782,,,
2579,H8TX13130,"HARMON, MARK DESMOND",TX,2,DEMOCRATIC PARTY,House,Challenger,N,Democrat,mark  harmon,,,,,,,
2580,H2TN02120,"HARMON, MARK DESMOND DR.",TN,2,DEMOCRATIC PARTY,House,Challenger,P,Democrat,mark  harmon,https://ballotpedia.org/Mark_Harmon,,gallocongress,1544764668950073345,,,
2582,H2TX03282,"HARP, SUZANNE CASSIMATIS",TX,3,REPUBLICAN PARTY,House,Open seat,P,Republican,suzanne  harp,https://ballotpedia.org/Suzanne_Cassimatis_Harp,,,,,,
2583,H2AZ09258,"HARPER, JACK",AZ,9,WRITE-IN,House,Challenger,N,Other,jack  harper,,,,,,,
2584,H2TX04140,"HARPER, JOHN EDWARD SR.",TX,4,REPUBLICAN PARTY,House,Challenger,C,Republican,john  harper,https://ballotpedia.org/John_Harper,,,,,,
2585,H2NC13243,"HARRIGAN, PAT",NC,14,UNKNOWN,House,Open seat,P,Other,pat  harrigan,,,davegalluchpa,1397619328820862985,,,
2587,H8MD01094,"HARRIS, ANDREW P",MD,1,REPUBLICAN PARTY,House,Incumbent,N,Republican,andrew  harris,https://ballotpedia.org/Andrew_Harris,H001052,johngaramendi,18907463,,,
2588,H8MD01094,"HARRIS, ANDREW P",MD,1,REPUBLICAN PARTY,House,Incumbent,N,Republican,andrew  harris,https://ballotpedia.org/Andrew_Harris,H001052,maxcongress,1410307716015329285,,,
2591,H2TX30244,"HARRIS, JAMES FRANK MR. SR",TX,30,REPUBLICAN PARTY,House,Open seat,C,Republican,james  harris,https://ballotpedia.org/James_Harris_(Texas_congressional_candidate),,repgaramendi,88806753,,,
2592,H2FL24045,"HARRIS, KEVIN COREY",FL,24,DEMOCRATIC PARTY,House,Challenger,P,Democrat,kevin  harris,https://ballotpedia.org/Kevin_Harris_(Florida),,repgaramendi,88806753,,,
2594,H8MD07091,"HARRIS, THOMAS E. ""PINKSTON""",MD,3,REPUBLICAN PARTY,House,Challenger,N,Republican,thomas  harris,https://ballotpedia.org/Thomas_Harris_(Maryland),,,,,,
2596,H2OK05169,"HARRIS-TILL, JOSHUA",OK,5,DEMOCRATIC PARTY,House,Challenger,P,Democrat,joshua  harristill,https://ballotpedia.org/Joshua_Harris-Till,,garbarinoforny,1222594021547290624,,,
2597,H2TX26200,"HARRISON, RAVEN",TX,26,REPUBLICAN PARTY,House,Challenger,C,Republican,raven  harrison,https://ballotpedia.org/Raven_Harrison,,johngaramendi,18907463,,,
2600,H2CA10210,"HARRISON, SEAN",CA,10,REPUBLICAN PARTY,House,Challenger,N,Republican,sean  harrison,,,garapati4texas,1187002520796880897,,,
2602,H2MO01187,"HARSHAW, RONALD",MO,1,DEMOCRATIC PARTY,House,Challenger,N,Democrat,ronald  harshaw,https://ballotpedia.org/Ronald_Harshaw,,repgarbarino,1344349650447433729,,,
2604,H0TN01118,"HARSHBARGER, DIANA",TN,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,diana  harshbarger,https://ballotpedia.org/Diana_Harshbarger,H001086,garciaholmes4nm,829745796891291649,,,
2605,H0TN01118,"HARSHBARGER, DIANA",TN,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,diana  harshbarger,https://ballotpedia.org/Diana_Harshbarger,H001086,garbarinoforny,1222594021547290624,,,
2606,H0WA02221,"HART, CODY",WA,2,OTHER,House,Challenger,N,Other,cody  hart,,,,,,,
2608,H2TN08077,"HART, JAMES",TN,8,INDEPENDENT,House,Challenger,N,Other,james  hart,https://ballotpedia.org/James_Hart_(Tennessee),,bengarciawa4,1440032188766900232,,,
2609,H2FL09152,"HARTPENCE, KENNETH JAMES",FL,18,REPUBLICAN PARTY,House,Challenger,N,Republican,kenneth  hartpence,https://ballotpedia.org/Kenneth_Hartpence,,,,,,
2610,H2UT02480,"HARTWICK, STEVE",UT,2,DEMOCRATIC PARTY,House,Challenger,N,Democrat,steve  hartwick,https://ballotpedia.org/Steve_Hartwick,,,,,,
2612,H0MO04086,"HARTZLER, VICKY",MO,4,REPUBLICAN PARTY,House,Incumbent,P,Republican,vicky  hartzler,,H001053,casandralgarcia,1259851956,,,
2613,H2KY02133,"HARVEY, STEPHEN G MR.",KY,2,REPUBLICAN PARTY,House,Challenger,N,Republican,stephen  harvey,,,,,,,
2615,H2MI03213,"HARVEY, TERRANCE JAMES",MI,3,NONE,House,Challenger,N,Other,terrance  harvey,,,ericg1247,1177439542921445377,,,
2617,H0AL02202,"HARVEY-HALL, PHYLLIS",AL,2,DEMOCRATIC PARTY,House,Challenger,P,Democrat,phyllis  harveyhall,https://ballotpedia.org/Phyllis_Harvey-Hall,,cgarcia_ca,746016630006812672,,,
2618,H2TN05404,"HARWELL, BETH",TN,5,REPUBLICAN PARTY,House,Open seat,P,Republican,beth  harwell,https://ballotpedia.org/Beth_Harwell,,,,,,
2619,H2IA03101,"HASSO, NICOLE",IA,3,REPUBLICAN PARTY,House,Challenger,P,Republican,nicole  hasso,https://ballotpedia.org/Nicole_Hasso,,,,,,
2620,H2FL23021,"HASTINGS, ALCEE L",FL,20,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,alcee  hastings,,H000324,,,,,
2622,H2MN01140,"HASTINGS, MICHAEL MARK MR ERETH",MN,1,REPUBLICAN PARTY,House,Open seat,N,Republican,michael  hastings,,,repchuygarcia,1082427779583541248,,,
2623,H2GA10208,"HATCHER, PHYLLIS D",GA,10,DEMOCRATIC PARTY,House,Open seat,P,Democrat,phyllis  hatcher,https://ballotpedia.org/Phyllis_Hatcher,,chuychicago,2847603597,,,
2625,H2AR02095,"HATHAWAY, QUINTESSA DR.",AR,2,DEMOCRATIC PARTY,House,Challenger,N,Democrat,quintessa  hathaway,https://ballotpedia.org/Quintessa_Hathaway,,,,,,
2626,H2IL11264,"HATHAWAY-ALTMAN, SUSAN",IL,11,REPUBLICAN PARTY,House,Challenger,P,Republican,susan  hathawayaltman,https://ballotpedia.org/Susan_Hathaway-Altman,,repchuygarcia,1082427779583541248,,,
2628,H2ND01014,"HAUGEN, MARK",ND,0,DEMOCRATIC PARTY,House,Challenger,C,Democrat,mark  haugen,https://ballotpedia.org/Mark_Haugen,,,,,,
2630,H2IL13195,"HAUSMAN, MATT",IL,13,REPUBLICAN PARTY,House,Challenger,P,Republican,matt  hausman,https://ballotpedia.org/Matt_Hausman,,repmikegarcia,1262531473057423361,,,
2631,H2FL03163,"HAWK, DANIELLE NICOLE",FL,3,DEMOCRATIC PARTY,House,Challenger,P,Democrat,danielle  hawk,https://ballotpedia.org/Danielle_Hawk,,electmikegarcia,1114694580232904704,,,
2633,H2CA01177,"HAWKINS, BRIAN",CA,25,REPUBLICAN PARTY,House,Challenger,P,Republican,brian  hawkins,https://ballotpedia.org/Brian_Hawkins,,robertgarcia,18120497,,,
2635,H2GA13137,"HAWKINS, DOMINIKA",GA,13,REPUBLICAN PARTY,House,Challenger,P,Republican,dominika  hawkins,https://ballotpedia.org/Dominika_Hawkins,,,,,,
2637,H2OH13231,"HAWKINS, SHAY",OH,13,REPUBLICAN PARTY,House,Open seat,P,Republican,shay  hawkins,https://ballotpedia.org/Shay_Hawkins,,lacongresista,40557819,,,
2639,H0CA15247,"HAYDEN, ALISON",CA,14,REPUBLICAN PARTY,House,Challenger,N,Republican,alison  hayden,https://ballotpedia.org/Alison_Hayden,,lacongresista,40557819,,,
2641,H2FL18138,"HAYDEN, KEITH R. JR",FL,18,NO PARTY AFFILIATION,House,Challenger,N,Other,keith  hayden,https://ballotpedia.org/Keith_Hayden_Jr.,,repsylviagarcia,1080587263132733442,,,
2642,H8CT05245,"HAYES, JAHANA",CT,5,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jahana  hayes,https://ballotpedia.org/Jahana_Hayes,H001081,lathrupkelly,810934366855696385,,,
2643,H8CT05245,"HAYES, JAHANA",CT,5,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jahana  hayes,https://ballotpedia.org/Jahana_Hayes,H001081,reallunalopez,,No tweets found.,Name not found.,
2644,H8CT05245,"HAYES, JAHANA",CT,5,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,jahana  hayes,https://ballotpedia.org/Jahana_Hayes,H001081,alia4uscongress,948488470837768192,,,
2646,H2PA05090,"HAYES, JOHN V MR. III",PA,5,REPUBLICAN PARTY,House,Challenger,N,Republican,john  hayes,,,,,,,
2647,H2GA14135,"HAYGOOD, WALTER JAMES",GA,14,REPUBLICAN PARTY,House,Challenger,P,Republican,walter  haygood,https://ballotpedia.org/James_Haygood,,,,,,
2648,H2AR03283,"HAYS, LAUREN",AR,3,DEMOCRATIC PARTY,House,Challenger,P,Democrat,lauren  hays,,,,,,,
2649,H2FL13287,"HAYSLETT, KEVIN",FL,13,REPUBLICAN PARTY,House,Open seat,P,Republican,kevin  hayslett,https://ballotpedia.org/Kevin_Hayslett,,,,,,
2650,H0NC06241,"HAYWOOD, JOSEPH",NC,6,REPUBLICAN PARTY,House,Challenger,P,Republican,joseph  haywood,https://ballotpedia.org/Joseph_Haywood,,,,,,
2651,H2NJ03258,"HEALEY, ROBERT JR",NJ,3,REPUBLICAN PARTY,House,Challenger,P,Republican,robert  healey,https://ballotpedia.org/Bob_Healey_(New_Jersey),,,,,,
2652,H2CO05240,"HEATON, ANDREW DAVID",CO,5,REPUBLICAN PARTY,House,Challenger,P,Republican,andrew  heaton,https://ballotpedia.org/Andrew_Heaton,,,,,,
2653,H2OH05070,"HEBERLING, MARTIN MATHIAS MR. III",OH,5,DEMOCRATIC PARTY,House,Challenger,C,Democrat,martin  heberling,https://ballotpedia.org/Martin_Heberling_III,,,,,,
2654,H2IL11165,"HEEG, ANDREA",IL,11,REPUBLICAN PARTY,House,Challenger,N,Republican,andrea  heeg,https://ballotpedia.org/Andrea_Heeg,,legislatorgashi,18893430,,,
2656,H2OH08082,"HEIMLICH, PHIL",OH,8,REPUBLICAN PARTY,House,Challenger,C,Republican,phil  heimlich,https://ballotpedia.org/Phil_Heimlich,,,,,,
2657,H8UT03329,"HEINEMAN, AARON",UT,3,OTHER,House,Challenger,N,Other,aaron  heineman,https://ballotpedia.org/Aaron_Heineman,,,,,,
2658,H0WA01140,"HEINES, MATTHEW",WA,1,REPUBLICAN PARTY,House,Challenger,N,Republican,matthew  heines,https://ballotpedia.org/Matthew_Heines,,barbara4nc,1417895107915702272,,,
2660,H2AK00416,"HEINTZ, TED S.",AK,0,NONPARTISAN,House,Open seat,N,Other,ted  heintz,https://ballotpedia.org/Ted_Heintz,,,,,,
2662,H2IN09282,"HEIWIG, DANIEL",IN,9,REPUBLICAN PARTY,House,Open seat,C,Republican,daniel  heiwig,https://ballotpedia.org/Dan_Heiwig,,derrick_r_gates,,No tweets found.,Name not found.,
2663,H2WY00174,"HELLING, STEVE",WY,0,DEMOCRATIC PARTY,House,Challenger,N,Democrat,steve  helling,,,,,,,
2665,H2IL17170,"HELMICK, CHARLIE MR.",IL,17,REPUBLICAN PARTY,House,Open seat,N,Republican,charlie  helmick,https://ballotpedia.org/Charlie_Helmick,,gatewoodforga,1445440971257389057,,,
2666,H2NC09191,"HELMS, TERESA",NC,9,REPUBLICAN PARTY,House,Challenger,N,Republican,teresa  helms,,,,,,,
2667,H2OH11250,"HEMPHILL, JAMES TERRELLE",OH,11,REPUBLICAN PARTY,House,Challenger,N,Republican,james  hemphill,https://ballotpedia.org/James_Hemphill,,,,,,
2668,H2NJ03274,"HENDLER, REUVEN",NJ,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,reuven  hendler,https://ballotpedia.org/Reuven_Hendler,,derrikgay,1631556349,,,
2670,H2MN06214,"HENDRICKS, JEANNE",MN,6,DEMOCRATIC-FARMER-LABOR,House,Challenger,P,Other,jeanne  hendricks,,,,,,,
2671,H2TN08150,"HENDRY, ROBERT LOUIS MR.",TN,8,REPUBLICAN PARTY,House,Challenger,P,Republican,robert  hendry,https://ballotpedia.org/Bob_Hendry,,,,,,
2672,H2CA22199,"HENG, ELIZABETH",CA,22,REPUBLICAN PARTY,House,Challenger,P,Republican,elizabeth  heng,https://ballotpedia.org/Elizabeth_Heng,,,,,,
2673,H2VA10232,"HENLEY, JOHN ALLEN",VA,10,REPUBLICAN PARTY,House,Challenger,C,Republican,john  henley,https://ballotpedia.org/John_Henley,,courtneygeels,1449091346166341636,,,
2675,H2TN08200,"HENLEY, RONNIE",TN,8,INDEPENDENT,House,Challenger,N,Other,ronnie  henley,https://ballotpedia.org/Ronnie_Henley,,,,,,
2676,H2KY02141,"HENNING, CHRISTOPHER LEE MR.",KY,2,REPUBLICAN PARTY,House,Challenger,P,Republican,christopher  henning,,,,,,,
2677,H2WA03134,"HENNRICH, BRENT WILLIAM",WA,3,DEMOCRATIC PARTY,House,Challenger,N,Democrat,brent  hennrich,,,,,,,
2678,H2IN02311,"HENRY, WILLIAM E.",IN,2,LIBERTARIAN PARTY,House,Open seat,N,Other,william  henry,https://ballotpedia.org/William_Henry_(Indiana),,,,,,
2680,H2FL13279,"HENSON, AUDREY",FL,13,REPUBLICAN PARTY,House,Open seat,P,Republican,audrey  henson,,,timothygeist,602464771,,,
2681,H2WV02217,"HERCULES, RHONDA A",WV,2,REPUBLICAN PARTY,House,Challenger,N,Republican,rhonda  hercules,https://ballotpedia.org/Rhonda_Hercules,,,,,,
2682,H8OK01157,"HERN, KEVIN",OK,1,REPUBLICAN PARTY,House,Incumbent,C,Republican,kevin  hern,https://ballotpedia.org/Kevin_Hern,H001082,,,,,
2684,H2KS04149,"HERNANDEZ, BOB MR",KS,4,DEMOCRATIC PARTY,House,Challenger,P,Democrat,bob  hernandez,https://ballotpedia.org/Bob_Hernandez,,gellered,34023188,,,
2685,H2AZ02345,"HERNANDEZ, DANIEL",AZ,6,DEMOCRATIC PARTY,House,Open seat,P,Democrat,daniel  hernandez,https://ballotpedia.org/Daniel_Hernandez_Jr.,,,,,,
2686,H2NY14144,"HERNANDEZ, MIGUEL MR.",NY,14,REPUBLICAN PARTY,House,Challenger,N,Republican,miguel  hernandez,,,pamgenant,1468857990287708163,,,
2688,H2CA18163,"HERNANDEZ, PETER",CA,18,REPUBLICAN PARTY,House,Challenger,N,Republican,peter  hernandez,https://ballotpedia.org/Peter_Hernandez,,,,,,
2689,H8NM02156,"HERRELL, STELLA YVETTE",NM,2,REPUBLICAN PARTY,House,Challenger,N,Republican,stella  herrell,https://ballotpedia.org/Yvette_Herrell,H001084,,,,,
2690,H0WA03187,"HERRERA BEUTLER, JAIME",WA,3,REPUBLICAN PARTY,House,Incumbent,P,Republican,jaime  beutler,https://ballotpedia.org/Jaime_Herrera_Beutler,H001056,,,,,
2691,H2GA01249,"HERRING, WADE WILKES MR. II",GA,1,DEMOCRATIC PARTY,House,Challenger,P,Democrat,wade  herring,https://ballotpedia.org/Wade_Herring,,,,,,
2693,H8UT03253,"HERROD, CHRISTOPHER NILES",UT,3,REPUBLICAN PARTY,House,Challenger,C,Republican,christopher  herrod,https://ballotpedia.org/Christopher_Herrod,,nicolegihawaii,,No tweets found.,Name not found.,
2694,H2IL04178,"HERSHEY, EDWARD",IL,4,OTHER,House,Challenger,N,Other,edward  hershey,https://ballotpedia.org/Ed_Hershey,,,,,,
2695,H2NC11197,"HESS, ROBERTO LUIS MR.",NC,11,DEMOCRATIC PARTY,House,Challenger,N,Democrat,roberto  hess,https://ballotpedia.org/Bo_Hess,,,,,,
2697,H2MT01136,"HEUER, MITCH MR.",MT,1,REPUBLICAN PARTY,House,Open seat,C,Republican,mitch  heuer,https://ballotpedia.org/Mitch_Heuer,,votejohngibbs,1458830535879323655,,,
2698,H2GA10265,"HEUSSNER, TODD",GA,10,REPUBLICAN PARTY,House,Open seat,C,Republican,todd  heussner,,,,,,,
2699,H2MI02181,"HEWER, NATHAN",MI,2,LIBERTARIAN PARTY,House,Challenger,N,Other,nathan  hewer,https://ballotpedia.org/Nathan_Hewer,,,,,,
2700,H2WA10063,"HEWETT, DON",WA,10,REPUBLICAN PARTY,House,Challenger,N,Republican,don  hewett,,,coreygibson,17684730,,,
2702,H6AK00243,"HIBLER, WILLIAM D",AK,0,NONPARTISAN,House,Open seat,N,Other,william  hibler,https://ballotpedia.org/William_Hibler,,,,,,
2703,H0GA07125,"HICE, JODY",GA,10,REPUBLICAN PARTY,House,Incumbent,P,Republican,jody  hice,,H001071,,,,,
2704,H0GA04122,"HICKS, ANTONIO CORTEZ",GA,4,DEMOCRATIC PARTY,House,Challenger,N,Democrat,antonio  hicks,,,davidgiglioca,1373365280508809219,,,
2706,H4NY27076,"HIGGINS, BRIAN",NY,26,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,brian  higgins,https://ballotpedia.org/Brian_Higgins,H001038,,,,,
2707,H6LA03148,"HIGGINS, CLAY CAPTAIN",LA,3,REPUBLICAN PARTY,House,Incumbent,N,Republican,clay  higgins,https://ballotpedia.org/Clay_Higgins,H001077,madisongesiotto,2175836343,,,
2709,H6LA03148,"HIGGINS, CLAY CAPTAIN",LA,3,REPUBLICAN PARTY,House,Incumbent,N,Republican,clay  higgins,https://ballotpedia.org/Clay_Higgins,H001077,votegiles,744315872,,,
2710,H2FL27097,"HIGGINS, EILEEN",FL,27,DEMOCRATIC PARTY,House,Challenger,N,Democrat,eileen  higgins,,,,,,,
