name,party,state,district,last_election,twitter,ballotpedia
Matt Hall,Democratic Party,Indiana,5,"May 3, 2022",['https://www.twitter.com/matthallcd5'],https://ballotpedia.org/Matt_Hall_(Indiana)
Mike Blasi,Republican Party,New Jersey,4,"June 7, 2022",['https://www.twitter.com/Blasi4Congress'],https://ballotpedia.org/Mike_Blasi
Justin Burau,Republican Party,Illinois,3,"November 8, 2022",['https://www.twitter.com/JustinBurau'],https://ballotpedia.org/Justin_Burau
Adam Prine,Democratic Party,Oregon,2,"May 17, 2022",['https://www.twitter.com/PrineTime'],https://ballotpedia.org/Adam_Prine
A.J. Kern,Democratic Party,Minnesota,5,"August 9, 2022",[],https://ballotpedia.org/A.J._Kern
Dan Kildee,Democratic Party,Michigan,8,"November 8, 2022","['https://www.twitter.com/RepDanKildee', 'https://www.twitter.com/dankildee']",https://ballotpedia.org/Dan_Kildee
Dave Chapman,Republican Party,Washington,8,"August 2, 2022",[],https://ballotpedia.org/Dave_Chapman_(Washington)
Kurt Schrader,Democratic Party,Oregon,5,"May 17, 2022",['https://www.twitter.com/VoteSchrader'],https://ballotpedia.org/Kurt_Schrader
Larry Gaither,Green Party,South Carolina,5,"November 8, 2022",[],https://ballotpedia.org/Larry_Gaither
Peter Kopsaftis,Republican Party,Illinois,8,"November 8, 2022",[],https://ballotpedia.org/Peter_Kopsaftis
Filemon Meza,Democratic Party,Texas,34,"March 1, 2022",[],https://ballotpedia.org/Filemon_Meza
Max Miller,Republican Party,Ohio,7,"November 8, 2022","['https://www.twitter.com/RepMaxMiller', 'https://www.twitter.com/MaxMillerOH']",https://ballotpedia.org/Max_Miller
Doc Shelby,Democratic Party,Texas,3,"March 1, 2022",['https://www.twitter.com/docshelby2022'],https://ballotpedia.org/Doc_Shelby
Charlie Helmick,Republican Party,Illinois,17,"June 28, 2022",['https://www.twitter.com/CharlieHelmick'],https://ballotpedia.org/Charlie_Helmick
Jonathan Jackson,Democratic Party,Illinois,1,"November 8, 2022",['https://www.twitter.com/CongressJackson'],https://ballotpedia.org/Jonathan_Jackson_(Illinois)
Al Green,Democratic Party,Texas,9,"November 8, 2022","['https://www.twitter.com/RepAlGreen', 'https://www.twitter.com/RepAlGreenTX']",https://ballotpedia.org/Al_Green_(Texas)
Katie Porter,Democratic Party,California,47,"November 8, 2022",['https://www.twitter.com/RepKatiePorter'],https://ballotpedia.org/Katie_Porter
Mariannette Miller-Meeks,Republican Party,Iowa,1,"November 8, 2022","['https://www.twitter.com/RepMMM', 'https://www.twitter.com/millermeeks']",https://ballotpedia.org/Mariannette_Miller-Meeks
Jackie Gordon,Democratic Party,New York,2,"November 8, 2022",['https://www.twitter.com/VoteJackie4NY'],https://ballotpedia.org/Jackie_Gordon
Michael Guest,Republican Party,Mississippi,3,"November 8, 2022","['https://www.twitter.com/RepMichaelGuest', 'https://www.twitter.com/GuestCongress']",https://ballotpedia.org/Michael_Guest
Jevin Hodge,Democratic Party,Arizona,1,"November 8, 2022",['https://www.twitter.com/JevinHodge'],https://ballotpedia.org/Jevin_Hodge
Dan Sanchez,Democratic Party,Texas,34,"June 14, 2022",[],https://ballotpedia.org/Dan_Sanchez
Jenai Aragona-Hales,Republican Party,Texas,35,"March 1, 2022",['https://www.twitter.com/jenaih'],https://ballotpedia.org/Jenai_Aragona-Hales
Mary Peltola,Democratic Party,Alaska,,"November 8, 2022","['https://www.twitter.com/Rep_Peltola', 'https://www.twitter.com/MaryPeltola']",https://ballotpedia.org/Mary_Peltola
Rik Mehta,Republican Party,New Jersey,6,"June 7, 2022",['https://www.twitter.com/RikMehta_NJ'],https://ballotpedia.org/Rik_Mehta
Daryl Scott,Democratic Party,South Carolina,7,"November 8, 2022",['https://www.twitter.com/ScottForSC'],https://ballotpedia.org/Daryl_Scott
Katherine Gallant,Republican Party,Oregon,2,"August 2, 2022",[],https://ballotpedia.org/Katherine_Gallant
Jimmy Panetta,Democratic Party,California,19,"November 8, 2022","['https://www.twitter.com/RepJimmyPanetta', 'https://www.twitter.com/JimmyPanetta']",https://ballotpedia.org/Jimmy_Panetta
William VanHorn,Democratic Party,Florida,15,"August 23, 2022",[],https://ballotpedia.org/William_VanHorn
Mario Diaz-Balart,Republican Party,Florida,26,"November 8, 2022","['https://www.twitter.com/MarioDB', 'https://www.twitter.com/MarioDBCamp']",https://ballotpedia.org/Mario_Diaz-Balart
Troy Nehls,Republican Party,Texas,22,"November 8, 2022","['https://www.twitter.com/RepTroyNehls', 'https://www.twitter.com/SheriffTNehls']",https://ballotpedia.org/Troy_Nehls
Danny K. Davis,Democratic Party,Illinois,7,"November 8, 2022","['https://www.twitter.com/RepDannyDavis', 'https://www.twitter.com/DannyKDavis7th']",https://ballotpedia.org/Danny_K._Davis
Vanessa Enoch,Democratic Party,Ohio,8,"November 8, 2022",[],https://ballotpedia.org/Vanessa_Enoch
William Henry,Libertarian Party,Indiana,2,"November 8, 2022",[],https://ballotpedia.org/William_Henry_(Indiana)
Dan Meuser,Republican Party,Pennsylvania,9,"November 8, 2022","['https://www.twitter.com/RepMeuser', 'https://www.twitter.com/Meuser4Congress']",https://ballotpedia.org/Dan_Meuser
Jake Matthews,Democratic Party,Oregon,4,"May 17, 2022",[],https://ballotpedia.org/Jake_Matthews
Erick Wyatt,Republican Party,Oklahoma,2,"June 28, 2022",['https://www.twitter.com/ErickWyatt7'],https://ballotpedia.org/Erick_Wyatt
Dan Sullivan,Republican Party,Massachusetts,9,"September 6, 2022",['https://www.twitter.com/VoteNurseDan'],https://ballotpedia.org/Dan_Sullivan_(Massachusetts)
Carla Spalding,Republican Party,Florida,25,"November 8, 2022",['https://www.twitter.com/CarlaSpaldingFL'],https://ballotpedia.org/Carla_Spalding
Juriss Kallatar,Libertarian Party,Pennsylvania,4,"November 8, 2022",[],https://ballotpedia.org/Juriss_Kallatar
Rex Gutierrez,Republican Party,California,33,"June 7, 2022",[],https://ballotpedia.org/Rex_Gutierrez
Matthew Fyfe,Democratic Party,Indiana,9,"November 8, 2022",['https://www.twitter.com/Hoosiers4Fyfe'],https://ballotpedia.org/Matthew_Fyfe
Tom Barrett,Republican Party,Michigan,7,"November 8, 2022",['https://www.twitter.com/barrettbrigade1'],https://ballotpedia.org/Tom_Barrett_(Michigan)
Jerry Torres,Republican Party,Florida,14,"August 23, 2022",['https://www.twitter.com/JerryW_Torres'],https://ballotpedia.org/Jerry_Torres
Dante Sabatucci,Republican Party,Ohio,13,"May 3, 2022",['https://www.twitter.com/dsabatucci'],https://ballotpedia.org/Dante_Sabatucci
Andy Ogles,Republican Party,Tennessee,5,"November 8, 2022","['https://www.twitter.com/RepOgles', 'https://www.twitter.com/AndyOgles']",https://ballotpedia.org/Andy_Ogles
Emilia Sykes,Democratic Party,Ohio,13,"November 8, 2022","['https://www.twitter.com/RepEmiliaSykes', 'https://www.twitter.com/EmiliaSykesOH']",https://ballotpedia.org/Emilia_Sykes
Holden Hoggatt,Republican Party,Louisiana,3,"November 8, 2022","['https://www.twitter.com/HoldenHoggatt', 'https://www.twitter.com/holden_hoggatt']",https://ballotpedia.org/Holden_Hoggatt
Valencia Stovall,Independent,Georgia,5,"May 24, 2022",[],https://ballotpedia.org/Valencia_Stovall
Matt Grooms,Democratic Party,North Carolina,4,"May 17, 2022",[],https://ballotpedia.org/Matt_Grooms
Junaid Ahmed,Democratic Party,Illinois,8,"June 28, 2022",['https://www.twitter.com/JunaidForUs'],https://ballotpedia.org/Junaid_Ahmed
Mike Saliba,Libertarian Party,Michigan,10,"November 8, 2022",[],https://ballotpedia.org/Mike_Saliba
Benjamin Souther,Republican Party,Georgia,9,"May 24, 2022",['https://www.twitter.com/ben_souther'],https://ballotpedia.org/Benjamin_Souther
Baltazar Fedalizo,Republican Party,California,37,"June 7, 2022",['https://www.twitter.com/bong4congress'],https://ballotpedia.org/Baltazar_Fedalizo
Mark Pierce,Republican Party,California,27,"June 7, 2022",[],https://ballotpedia.org/Mark_Pierce_(California)
Sid Preskitt,Republican Party,Florida,12,"August 23, 2022",[],https://ballotpedia.org/Sid_Preskitt
Johnny Teague,Republican Party,Texas,7,"November 8, 2022",['https://www.twitter.com/for_teague'],https://ballotpedia.org/Johnny_Teague
Jeremy Munson,Republican Party,Minnesota,1,"August 9, 2022",['https://www.twitter.com/jeremymunson'],https://ballotpedia.org/Jeremy_Munson
John Isemann,Republican Party,New Jersey,7,"June 7, 2022",['https://www.twitter.com/johnisemann3'],https://ballotpedia.org/John_Isemann
Susan Buchser-Lochocki,Independent,West Virginia,2,"November 8, 2022",['https://www.twitter.com/BuchserSusan'],https://ballotpedia.org/Susan_Buchser-Lochocki
Kelly Daughtry,Republican Party,North Carolina,13,"May 17, 2022",['https://www.twitter.com/KellyDaughtryNC'],https://ballotpedia.org/Kelly_Daughtry
Sea Chan,Republican Party,Washington,9,"August 2, 2022",[],https://ballotpedia.org/Sea_Chan
Tim Baxter,Republican Party,New Hampshire,1,"September 13, 2022",['https://www.twitter.com/TimBaxterNH'],https://ballotpedia.org/Tim_Baxter
Randy Purham,Republican Party,Alaska,,"August 16, 2022",['https://www.twitter.com/RPURHAM'],https://ballotpedia.org/Randy_Purham
Mark Takano,Democratic Party,California,39,"November 8, 2022","['https://www.twitter.com/RepMarkTakano', 'https://www.twitter.com/MarkTakano']",https://ballotpedia.org/Mark_Takano
Burt Thakur,Republican Party,California,25,"March 5, 2024",[],https://ballotpedia.org/Burt_Thakur
Elizabeth Mercedes Krause,Democratic Party,Nevada,2,"November 8, 2022",['https://www.twitter.com/mercedes4nevada'],https://ballotpedia.org/Elizabeth_Mercedes_Krause
Cori Bush,Democratic Party,Missouri,1,"November 8, 2022","['https://www.twitter.com/RepCori', 'https://www.twitter.com/CoriBush']",https://ballotpedia.org/Cori_Bush
Jerry Evans,Republican Party,Illinois,11,"June 28, 2022",['https://www.twitter.com/JerryEvans2020'],https://ballotpedia.org/Jerry_Evans_(Illinois)
Natalie Jackson,Democratic Party,Florida,10,"August 23, 2022",['https://www.twitter.com/NatJacksonFL10'],https://ballotpedia.org/Natalie_Jackson
Don Coram,Republican Party,Colorado,3,"June 28, 2022",['https://www.twitter.com/coramforco'],https://ballotpedia.org/Don_Coram
Matt Castelli,Democratic Party,New York,21,"November 8, 2022",['https://www.twitter.com/CastelliMatt'],https://ballotpedia.org/Matt_Castelli
Gary Buchanan,Independent,Montana,2,"November 8, 2022",['https://www.twitter.com/BuchananForMT'],https://ballotpedia.org/Gary_Buchanan
Greg Holmes,Democratic Party,Maryland,4,"July 19, 2022",[],https://ballotpedia.org/Greg_Holmes
Gary Josephson,Democratic Party,Ohio,15,"November 8, 2022",['https://www.twitter.com/josephson4rep'],https://ballotpedia.org/Gary_Josephson
Nina Becker,Republican Party,Arizona,7,"August 2, 2022",[],https://ballotpedia.org/Nina_Becker
Andrew Daly,Democratic Party,Missouri,3,"August 2, 2022",['https://www.twitter.com/andrewdalymo3'],https://ballotpedia.org/Andrew_Daly_(Missouri)
Steven Elliott,Republican Party,Michigan,12,"November 8, 2022",['https://www.twitter.com/StevenElliottMI'],https://ballotpedia.org/Steven_Elliott_(Michigan)
Dustin Hill,Republican Party,Missouri,3,"August 2, 2022",[],https://ballotpedia.org/Dustin_Hill
Sylvia Garcia,Democratic Party,Texas,29,"November 8, 2022","['https://www.twitter.com/RepSylviaGarcia', 'https://www.twitter.com/LaCongresista']",https://ballotpedia.org/Sylvia_Garcia
Kristen Radaker-Sheafer,Democratic Party,Missouri,7,"November 8, 2022",['https://www.twitter.com/KristenRSheafer'],https://ballotpedia.org/Kristen_Radaker-Sheafer
Amy Phan West,Republican Party,California,47,"June 7, 2022","['https://www.twitter.com/amyphanwest', 'https://www.twitter.com/AmyWest45342773']",https://ballotpedia.org/Amy_Phan_West
Paul King,Republican Party,New York,5,"November 8, 2022",['https://www.twitter.com/Paul4USCongress'],https://ballotpedia.org/Paul_King_(New_York)
Ed Cabrera,Republican Party,Texas,28,"March 1, 2022",['https://www.twitter.com/EdCabrera4SoTX'],https://ballotpedia.org/Ed_Cabrera
John Lerma,Republican Party,Texas,15,"March 1, 2022",[],https://ballotpedia.org/John_Lerma
David Scott,Democratic Party,Georgia,13,"November 8, 2022","['https://www.twitter.com/repdavidscott', 'https://www.twitter.com/Electdavidscott']",https://ballotpedia.org/David_Scott_(Georgia)
Surrea Ivy,Republican Party,Georgia,4,"May 24, 2022",[],https://ballotpedia.org/Surrea_Ivy
Ben Clark,Democratic Party,North Carolina,9,"November 8, 2022",['https://www.twitter.com/BenClarkNC'],https://ballotpedia.org/Ben_Clark
Adam Hollier,Democratic Party,Michigan,13,"August 2, 2022",['https://www.twitter.com/adamant4detroit'],https://ballotpedia.org/Adam_Hollier
Travis Johnson,Legal Marijuana Now Party,Minnesota,7,"November 8, 2022",['https://www.twitter.com/TravisBullJohn1'],https://ballotpedia.org/Travis_Johnson_(Minnesota)
Mike Moon,Republican Party,Missouri,7,"November 3, 2020",['https://www.twitter.com/realmikemoon'],https://ballotpedia.org/Mike_Moon
Rich McCormick,Republican Party,Georgia,6,"November 8, 2022","['https://www.twitter.com/RepMcCormick', 'https://www.twitter.com/RichforGA', 'https://www.twitter.com/RichMcCormick_']",https://ballotpedia.org/Rich_McCormick
Matthew Rascon,Democratic Party,California,48,"June 7, 2022",['https://www.twitter.com/MatthewRascon1'],https://ballotpedia.org/Matthew_Rascon
Brian Flowers,Republican Party,Mississippi,2,"November 8, 2022",[],https://ballotpedia.org/Brian_Flowers
Adriano Espaillat,Democratic Party,New York,13,"November 8, 2022","['https://www.twitter.com/RepEspaillat', 'https://www.twitter.com/EspaillatNY']",https://ballotpedia.org/Adriano_Espaillat
Imran Siddiqui,Democratic Party,Florida,20,"August 23, 2022",['https://www.twitter.com/ImranSiddiquiFL'],https://ballotpedia.org/Imran_Siddiqui
Seth Newman,No party preference,California,4,"June 7, 2022",[],https://ballotpedia.org/Seth_Newman
Keith Self,Republican Party,Texas,3,"November 8, 2022","['https://www.twitter.com/RepKeithSelf', 'https://www.twitter.com/selfforcongress']",https://ballotpedia.org/Keith_Self
Hunter Pullen,Republican Party,Louisiana,5,"November 8, 2022",[],https://ballotpedia.org/Hunter_Pullen
David Brog,Republican Party,Nevada,1,"June 14, 2022",['https://www.twitter.com/brogfornevada'],https://ballotpedia.org/David_Brog
Joel Dejean,Independent,Texas,38,"November 8, 2022",['https://www.twitter.com/VoteJoelDejean'],https://ballotpedia.org/Joel_Dejean
Matthew Jesuele,Independent,California,36,"June 7, 2022","['https://www.twitter.com/mvjfyi', 'https://www.twitter.com/iamjustavisitor']",https://ballotpedia.org/Matthew_Jesuele
Katie Dean,Democratic Party,North Carolina,11,"May 17, 2022",['https://www.twitter.com/ElectKatieDean'],https://ballotpedia.org/Katie_Dean
Michael Molesevich,Democratic Party,Pennsylvania,15,"November 8, 2022",[],https://ballotpedia.org/Michael_Molesevich
Jerry Kerner,Democratic Party,Mississippi,2,"June 7, 2022",[],https://ballotpedia.org/Jerry_Kerner
Wiley Nickel,Democratic Party,North Carolina,13,"November 8, 2022","['https://www.twitter.com/RepWileyNickel', 'https://www.twitter.com/wileynickel', 'https://www.twitter.com/law_wiley']",https://ballotpedia.org/Wiley_Nickel
Evelyn Rogers,Independent,Oklahoma,1,"November 8, 2022",[],https://ballotpedia.org/Evelyn_Rogers
Joshua Throneburg,Democratic Party,Virginia,5,"November 8, 2022","['https://www.twitter.com/JoshforVirginia', 'https://www.twitter.com/jthroneburg']",https://ballotpedia.org/Joshua_Throneburg
Julie Fullmer,Republican Party,Utah,1,"June 28, 2022",['https://www.twitter.com/Fullmer4Utah'],https://ballotpedia.org/Julie_Fullmer
Ashmi Sheth,Democratic Party,New York,12,"August 23, 2022",['https://www.twitter.com/ashmi4congress'],https://ballotpedia.org/Ashmi_Sheth
Bill Posey,Republican Party,Florida,8,"November 8, 2022","['https://www.twitter.com/congbillposey', 'https://www.twitter.com/PoseyCampaign']",https://ballotpedia.org/Bill_Posey
Robert Garcia,Democratic Party,California,42,"November 8, 2022",['https://www.twitter.com/RobertGarcia'],https://ballotpedia.org/Robert_Garcia_(California)
Laique Rehman,Republican Party,Texas,7,"March 1, 2022",['https://www.twitter.com/LaiqueRehman1'],https://ballotpedia.org/Laique_Rehman
Justin Gregory,Republican Party,Kentucky,3,"May 17, 2022",[],https://ballotpedia.org/Justin_Gregory
Theodore Engquist,Republican Party,Virginia,3,"June 21, 2022",['https://www.twitter.com/TedEngquist'],https://ballotpedia.org/Ted_Engquist
Angie Normoyle,Democratic Party,Illinois,17,"June 28, 2022",['https://www.twitter.com/AngieNormoyle'],https://ballotpedia.org/Angie_Normoyle
Donna McLeod,Democratic Party,Georgia,7,"May 24, 2022",[],https://ballotpedia.org/Donna_McLeod
Barbara Banks,Republican Party,Virginia,11,"May 7, 2022",[],https://ballotpedia.org/Barbara_Banks_(Virginia)
Babette Peyton,Independent,Illinois,1,"November 8, 2022",[],https://ballotpedia.org/Babette_Peyton
Charlie Gaddis,Republican Party,Ohio,7,"May 3, 2022",['https://www.twitter.com/CharlieCongress'],https://ballotpedia.org/Charlie_Gaddis
John McCaughrean,Republican Party,Kansas,3,"August 2, 2022",['https://www.twitter.com/JohnForKansas3'],https://ballotpedia.org/John_McCaughrean
Brad Namdar,Republican Party,Texas,32,"March 1, 2022",['https://www.twitter.com/BradNamdar'],https://ballotpedia.org/Brad_Namdar
Francisco Rios,Republican Party,North Carolina,9,"May 17, 2022",['https://www.twitter.com/RiosVote'],https://ballotpedia.org/Francisco_Rios
Asif Mahmood,Democratic Party,California,40,"November 8, 2022",['https://www.twitter.com/DrMahmood40'],https://ballotpedia.org/Asif_Mahmood
Sanford Bishop Jr.,Democratic Party,Georgia,2,"November 8, 2022","['https://www.twitter.com/SanfordBishop', 'https://www.twitter.com/Bishop4Congress']",https://ballotpedia.org/Sanford_Bishop_Jr.
Ken Richardson,Republican Party,South Carolina,7,"June 14, 2022",[],https://ballotpedia.org/Ken_Richardson_(South_Carolina)
Myles Perrone,Republican Party,Florida,23,"August 23, 2022",[],https://ballotpedia.org/Myles_Perrone
John Moolenaar,Republican Party,Michigan,2,"November 8, 2022","['https://www.twitter.com/RepMoolenaar', 'https://www.twitter.com/JohnMoolenaar']",https://ballotpedia.org/John_Moolenaar
Rudy Recile,Republican Party,California,8,"November 8, 2022",['https://www.twitter.com/Rudy4USCongress'],https://ballotpedia.org/Rudy_Recile
Keith Corbett,Democratic Party,New York,4,"August 23, 2022",['https://www.twitter.com/Keith4Congress'],https://ballotpedia.org/Keith_Corbett
Juan Pagan,Republican Party,New York,7,"November 8, 2022",['https://www.twitter.com/Pagan4Congress'],https://ballotpedia.org/Juan_Pagan
Sergio Ortiz,Republican Party,Florida,9,"August 23, 2022",['https://www.twitter.com/fl9congress'],https://ballotpedia.org/Sergio_Ortiz_(Florida)
Jared Huffman,Democratic Party,California,2,"November 8, 2022","['https://www.twitter.com/RepHuffman', 'https://www.twitter.com/JaredHuffman']",https://ballotpedia.org/Jared_Huffman
Bob Erbst,Republican Party,California,35,"June 7, 2022",[],https://ballotpedia.org/Bob_Erbst
Patrick Awtrey,Republican Party,Ohio,14,"May 3, 2022",['https://www.twitter.com/patrickawtrey'],https://ballotpedia.org/Patrick_Awtrey
Steve Wozniak,Independent,California,5,"June 7, 2022",['https://www.twitter.com/Wozforcali'],https://ballotpedia.org/Steve_Wozniak
Molly Gray,Democratic Party,Vermont,,"August 9, 2022",['https://www.twitter.com/mollyforvermont'],https://ballotpedia.org/Molly_Gray
Jessie Turner,Republican Party,Nevada,1,"June 14, 2022",['https://www.twitter.com/JessieT4NVDist1'],https://ballotpedia.org/Jessie_Turner
Peter Weed,Republican Party,Florida,10,"August 23, 2022",[],https://ballotpedia.org/Peter_Weed
Jake Auchincloss,Democratic Party,Massachusetts,4,"November 8, 2022","['https://www.twitter.com/RepAuchincloss', 'https://www.twitter.com/JakeAuch']",https://ballotpedia.org/Jake_Auchincloss
Michelle Donovan,Republican Party,Michigan,9,"August 2, 2022","['https://www.twitter.com/Michelle4MI', 'https://www.twitter.com/CannabisDivaESQ']",https://ballotpedia.org/Michelle_Donovan
Christian Nascimento,Republican Party,Pennsylvania,4,"November 8, 2022","['https://www.twitter.com/cn4pa4', 'https://www.twitter.com/c_nas1']",https://ballotpedia.org/Christian_Nascimento
Quinton Beaubouef,Democratic Party,Texas,37,"March 1, 2022",[],https://ballotpedia.org/Quinton_Beaubouef
Kathy Fragnoli,Democratic Party,Texas,24,"March 1, 2022",['https://www.twitter.com/Kathy4Congress'],https://ballotpedia.org/Kathy_Fragnoli
Benson Gitau,Republican Party,Texas,7,"March 1, 2022",['https://www.twitter.com/ibensongitau'],https://ballotpedia.org/Benson_Gitau
Larry Guy Hammond,Libertarian Party,South Carolina,7,"June 18, 2022",['https://www.twitter.com/LarryGuyHammond'],https://ballotpedia.org/Larry_Guy_Hammond
Suzan DelBene,Democratic Party,Washington,1,"November 8, 2022","['https://www.twitter.com/RepDelBene', 'https://www.twitter.com/SuzanDelBene']",https://ballotpedia.org/Suzan_DelBene
Daniel Hernandez Jr.,Democratic Party,Arizona,6,"August 2, 2022",['https://www.twitter.com/danielforaz'],https://ballotpedia.org/Daniel_Hernandez_Jr.
Iymen Chehade,Democratic Party,Illinois,3,"June 28, 2022",['https://www.twitter.com/iymen4congress'],https://ballotpedia.org/Iymen_Chehade
Samar Nashagh,Republican Party,Florida,14,"August 23, 2022",['https://www.twitter.com/Sam4Florida'],https://ballotpedia.org/Samar_Nashagh
Tina Cannon,Republican Party,Utah,1,"June 28, 2022",[],https://ballotpedia.org/Tina_Cannon_(Utah)
Moneer Kheireddine,Republican Party,Florida,13,"August 23, 2022",['https://www.twitter.com/votemoneer'],https://ballotpedia.org/Moneer_Kheireddine
Richard Painter,Democratic Party,Minnesota,1,"August 9, 2022",['https://www.twitter.com/RWPUSA'],https://ballotpedia.org/Richard_Painter
Richard Van Dam,Republican Party,Kentucky,5,"May 17, 2022",['https://www.twitter.com/VanDamForKY'],https://ballotpedia.org/Richard_Van_Dam
Mark Burns,Republican Party,South Carolina,4,"June 14, 2022",['https://www.twitter.com/pastormarkburns'],https://ballotpedia.org/Mark_Burns_(South_Carolina)
Tim McDonald,Democratic Party,Tennessee,8,"August 4, 2022",[],https://ballotpedia.org/Tim_McDonald
Ana Rivera,Republican Party,New Jersey,8,"June 7, 2022",[],https://ballotpedia.org/Ana_Rivera
Jake Shaheen,Republican Party,Louisiana,3,"November 8, 2022",['https://www.twitter.com/LaCandidateJake'],https://ballotpedia.org/Jake_Shaheen
Justin Paglino,Green Party,Connecticut,3,"November 8, 2022",['https://www.twitter.com/justin4all2'],https://ballotpedia.org/Justin_Paglino
William Hibler,Independent,Alaska,,"August 16, 2022",[],https://ballotpedia.org/William_Hibler
Terry Namkung,Republican Party,Virginia,3,"November 8, 2022",['https://www.twitter.com/TerryNamkung'],https://ballotpedia.org/Terry_Namkung
Brandt Smith,Republican Party,Arkansas,1,"May 24, 2022",['https://www.twitter.com/DrBrandtSmith1'],https://ballotpedia.org/Brandt_Smith
Jeff Mayhugh,Republican Party,Virginia,10,"May 21, 2022",['https://www.twitter.com/Jmayhugh28'],https://ballotpedia.org/Jeff_Mayhugh
Susan Kiley,Republican Party,New Jersey,6,"November 8, 2022",['https://www.twitter.com/SueKileyNJ6'],https://ballotpedia.org/Susan_Kiley
Sam Roberts,Democratic Party,New York,22,"August 23, 2022",['https://www.twitter.com/samrobertsny'],https://ballotpedia.org/Sam_Roberts
Allen Ellison,Democratic Party,Florida,23,"August 23, 2022",['https://www.twitter.com/AllenLEllison'],https://ballotpedia.org/Allen_Ellison
Chris West,Republican Party,Georgia,2,"November 8, 2022",['https://www.twitter.com/ChrisWestGA'],https://ballotpedia.org/Chris_West_(Georgia)
Debbie Walker,Independent,Texas,30,"November 8, 2022",[],https://ballotpedia.org/Debbie_Walker
Corrine Brown,Democratic Party,Florida,10,"August 23, 2022",[],https://ballotpedia.org/Corrine_Brown
April Becker,Republican Party,Nevada,3,"November 8, 2022",['https://www.twitter.com/voteaprilbecker'],https://ballotpedia.org/April_Becker
Seth Magaziner,Democratic Party,Rhode Island,2,"November 8, 2022","['https://www.twitter.com/Rep_Magaziner', 'https://www.twitter.com/SethMagaziner']",https://ballotpedia.org/Seth_Magaziner
Jack Bergman,Republican Party,Michigan,1,"November 8, 2022","['https://www.twitter.com/RepJackBergman', 'https://www.twitter.com/JackBergman_MI1']",https://ballotpedia.org/Jack_Bergman
Dan Gordon,Republican Party,Washington,10,"August 2, 2022",[],https://ballotpedia.org/Dan_Gordon_(Washington)
Mary Maxwell,Republican Party,New Hampshire,1,"September 13, 2022",[],https://ballotpedia.org/Mary_Maxwell_(New_Hampshire)
Beth Hampson,Democratic Party,California,2,"June 7, 2022",['https://www.twitter.com/BethHampsonCA'],https://ballotpedia.org/Beth_Hampson
Theodore Murray,No Party Affiliation,Florida,17,"November 8, 2022",[],https://ballotpedia.org/Theodore_Murray
Stephanie Gallardo,Democratic Party,Washington,9,"August 2, 2022",['https://www.twitter.com/electgallardo'],https://ballotpedia.org/Stephanie_Gallardo
James Macauley,Republican Party,California,20,"June 7, 2022",['https://www.twitter.com/MacauleyJim'],https://ballotpedia.org/James_Macauley
Mallory Staples,Republican Party,Georgia,6,"May 24, 2022",['https://www.twitter.com/StaplesCongress'],https://ballotpedia.org/Mallory_Staples
Juan Vargas,Democratic Party,California,52,"November 8, 2022","['https://www.twitter.com/RepJuanVargas', 'https://www.twitter.com/JuanVargas4CA']",https://ballotpedia.org/Juan_Vargas
Linda Brooks,No Party Affiliation,Florida,3,"November 8, 2022",['https://www.twitter.com/LindaSBrooks1'],https://ballotpedia.org/Linda_Brooks_(Florida)
Charise Williams,Democratic Party,Illinois,1,"June 28, 2022","['https://www.twitter.com/putyou1st', 'https://www.twitter.com/charise4commish']",https://ballotpedia.org/Charise_Williams
Mike Zumbluskas,Republican Party,New York,12,"November 8, 2022",['https://www.twitter.com/MikeZumbluskas'],https://ballotpedia.org/Mike_Zumbluskas
Jim Baker,Republican Party,Indiana,9,"May 3, 2022",['https://www.twitter.com/jimbakercre'],https://ballotpedia.org/Jim_Baker_(Indiana)
Tom Toomey,Republican Party,New Jersey,6,"June 7, 2022",['https://www.twitter.com/TomToomeyNJ'],https://ballotpedia.org/Tom_Toomey
Jarome Bell,Republican Party,Virginia,2,"June 21, 2022",['https://www.twitter.com/JaromeBellVA2'],https://ballotpedia.org/Jarome_Bell
Joe Kelley,Republican Party,Maryland,3,"July 19, 2022",[],https://ballotpedia.org/Joe_Kelley
Hassan Nehme,Republican Party,Michigan,12,"August 2, 2022",['https://www.twitter.com/HassanHNehme'],https://ballotpedia.org/Hassan_Nehme
Jeffrey Zink,Republican Party,Arizona,3,"November 8, 2022",['https://www.twitter.com/realJeffZink'],https://ballotpedia.org/Jeffrey_Zink
Marisa Wood,Democratic Party,California,20,"November 8, 2022",['https://www.twitter.com/MarisaWoodCA'],https://ballotpedia.org/Marisa_Wood
Jill Abahsain,Democratic Party,Minnesota,7,"November 8, 2022",['https://www.twitter.com/jillforcd7'],https://ballotpedia.org/Jill_Abahsain
LaShonda Holloway,Democratic Party,Florida,4,"November 8, 2022","['https://www.twitter.com/LJ4Congress', 'https://www.twitter.com/LJHolloway']",https://ballotpedia.org/L.J._Holloway
Jo Woodward,Republican Party,Alaska,,"June 11, 2022",[],https://ballotpedia.org/Jo_Woodward
Rebecca Keltie,Republican Party,Colorado,5,"June 28, 2022",['https://www.twitter.com/Keltie4Congress'],https://ballotpedia.org/Rebecca_Keltie
Andy Baan,Republican Party,Virginia,2,"June 21, 2022",['https://www.twitter.com/andybaan'],https://ballotpedia.org/Andy_Baan
