fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,party_simple,key,twitter_name,ballotpedia,bioguide_id,twitter_id
H6TX24149,"MCDOWELL, JAN",TX,24,DEMOCRATIC PARTY,House,Challenger,P,Democrat,jan  mcdowell,JanForCongress,https://ballotpedia.org/Jan_McDowell,NA,
H6VA04061,"MCEACHIN, ASTON DONALD",VA,04,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,aston  mceachin,Donald_McEachin,https://ballotpedia.org/Donald_McEachin,M001200,816181091673448448
H6VA04061,"MCEACHIN, ASTON DONALD",VA,04,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,aston  mceachin,Donald_McEachin,https://ballotpedia.org/Donald_McEachin,M001200,459051498
H2UT02472,"MCFARLAND, JAY JAYMAC",UT,02,OTHER,House,Challenger,P,Other,jay  mcfarland,JayMcfarland,https://ballotpedia.org/Jay_Mcfarland,NA,
H2OR06140,"MCFARLAND, LARRY D.",OR,06,CONSTITUTION PARTY,House,Challenger,N,Other,larry  mcfarland,NA,https://ballotpedia.org/Larry_McFarland,NA,
H2KY03206,"MCGARVEY, MORGAN",KY,03,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,morgan  mcgarvey,RepMcGarvey,https://ballotpedia.org/Morgan_McGarvey,M001220,1610300298303787008
H2KY03206,"MCGARVEY, MORGAN",KY,03,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,morgan  mcgarvey,MorganMcGarvey,https://ballotpedia.org/Morgan_McGarvey,M001220,1610300298303787008
H2KY03206,"MCGARVEY, MORGAN",KY,03,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,morgan  mcgarvey,RepMcGarvey,https://ballotpedia.org/Morgan_McGarvey,M001220,389242668
H2KY03206,"MCGARVEY, MORGAN",KY,03,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,morgan  mcgarvey,MorganMcGarvey,https://ballotpedia.org/Morgan_McGarvey,M001220,389242668
H2MD04398,"MCGHEE, ROBERT K.",MD,04,DEMOCRATIC PARTY,House,Open seat,N,Democrat,robert  mcghee,NA,NA,NA,
H2IL05217,"MCGONIGAL, MALGORZATA",IL,05,REPUBLICAN PARTY,House,Challenger,P,Republican,malgorzata  mcgonigal,McGonigal5th,https://ballotpedia.org/Malgorzata_McGonigal,NA,
H2CO02171,"MCGONIGAL, RYAN JAMES",CO,04,CONSTITUTION PARTY,House,Challenger,N,Other,ryan  mcgonigal,ryan4congressco,https://ballotpedia.org/Ryan_McGonigal,NA,
H4MA03022,"MCGOVERN, JAMES P",MA,02,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,james  mcgovern,RepMcGovern,https://ballotpedia.org/Jim_McGovern_(Massachusetts),M000312,242426145
H4MA03022,"MCGOVERN, JAMES P",MA,02,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,james  mcgovern,McGovernMA,https://ballotpedia.org/Jim_McGovern_(Massachusetts),M000312,242426145
H4MA03022,"MCGOVERN, JAMES P",MA,02,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,james  mcgovern,RepMcGovern,https://ballotpedia.org/Jim_McGovern_(Massachusetts),M000312,128664931
H4MA03022,"MCGOVERN, JAMES P",MA,02,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,james  mcgovern,McGovernMA,https://ballotpedia.org/Jim_McGovern_(Massachusetts),M000312,128664931
H2FL07206,"MCGOVERN, KEVIN JOHN",FL,15,REPUBLICAN PARTY,House,Open seat,P,Republican,kevin  mcgovern,McGovern4FL,https://ballotpedia.org/Kevin_McGovern,NA,
H2IL17162,"MCGOWAN, JACQUELINE MARIE",IL,17,DEMOCRATIC PARTY,House,Open seat,P,Democrat,jacqueline  mcgowan,jackieforcongr1,https://ballotpedia.org/Jacqueline_McGowan,NA,
H2WI03148,"MCGRATH, DEB",WI,03,DEMOCRATIC PARTY,House,Open seat,C,Democrat,deb  mcgrath,DebMcGrathWI,https://ballotpedia.org/Deb_McGrath,NA,
H2VA07196,"MCGUIRE, JOHN",VA,07,REPUBLICAN PARTY,House,Challenger,C,Republican,john  mcguire,NA,NA,NA,
H4NC10047,"MCHENRY, PATRICK TIMOTHY",NC,10,REPUBLICAN PARTY,House,Incumbent,C,Republican,patrick  mchenry,PatrickMcHenry,https://ballotpedia.org/Patrick_McHenry,M001156,27676828
H4NC10047,"MCHENRY, PATRICK TIMOTHY",NC,10,REPUBLICAN PARTY,House,Incumbent,C,Republican,patrick  mchenry,McHenryCampaign,https://ballotpedia.org/Patrick_McHenry,M001156,27676828
H4NC10047,"MCHENRY, PATRICK TIMOTHY",NC,10,REPUBLICAN PARTY,House,Incumbent,C,Republican,patrick  mchenry,PatrickMcHenry,https://ballotpedia.org/Patrick_McHenry,M001156,481437062
H4NC10047,"MCHENRY, PATRICK TIMOTHY",NC,10,REPUBLICAN PARTY,House,Incumbent,C,Republican,patrick  mchenry,McHenryCampaign,https://ballotpedia.org/Patrick_McHenry,M001156,481437062
H2MI13345,"MCINTOSH, ANGELA E MS",MI,13,DEMOCRATIC PARTY,House,Challenger,N,Democrat,angela  mcintosh,NA,NA,NA,
H2TX08224,"MCKAUGHAN, DANIEL CREGG",TX,08,REPUBLICAN PARTY,House,Open seat,P,Republican,daniel  mckaughan,DanMcKaughanTX,https://ballotpedia.org/Dan_McKaughan,NA,
H2OH15111,"MCKENZIE, ELIZABETH GRACE MS",OH,15,UNAFFILIATED,House,Challenger,N,Other,elizabeth  mckenzie,NA,NA,NA,
H2MT01128,"MCKIBBEN, ALLEN HARLEY II",MT,01,REPUBLICAN PARTY,House,Challenger,N,Republican,allen  mckibben,NA,NA,NA,
H2NC14068,"MCKIM, KEN",NC,14,REPUBLICAN PARTY,House,Open seat,P,Republican,ken  mckim,NA,NA,NA,
H0WV01072,"MCKINLEY, DAVID B. MR.",WV,02,REPUBLICAN PARTY,House,Incumbent,P,Republican,david  mckinley,McKinleyforWV,https://ballotpedia.org/David_McKinley,M001180,2493604807
H0WV01072,"MCKINLEY, DAVID B. MR.",WV,02,REPUBLICAN PARTY,House,Incumbent,P,Republican,david  mckinley,McKinleyforWV,https://ballotpedia.org/David_McKinley,M001180,240427862
H2FL18120,"MCKINNEY, JAVITA",FL,18,REPUBLICAN PARTY,House,Challenger,N,Republican,javita  mckinney,NA,NA,NA,
H2TN05297,"MCKNIGHT, QUINCY",TN,05,REPUBLICAN PARTY,House,Open seat,C,Republican,quincy  mcknight,NA,NA,NA,
H2FL21173,"MCLAUGHLIN, CHRISTY",FL,23,REPUBLICAN PARTY,House,Challenger,P,Republican,christy  mclaughlin,ChristyMarieMc,https://ballotpedia.org/Christy_McLaughlin,NA,
H2VA05109,"MCLELLAN, THOMAS WARREN",VA,05,DEMOCRATIC PARTY,House,Challenger,C,Democrat,thomas  mclellan,NA,NA,NA,
H6LA03189,"MCLENDON, GUY",LA,03,LIBERTARIAN PARTY,House,Challenger,N,Other,guy  mclendon,NA,https://ballotpedia.org/Guy_McLendon,NA,
H2GA07147,"MCLEOD, DONNA THERESA MS.",GA,07,DEMOCRATIC PARTY,House,Challenger,C,Democrat,donna  mcleod,NA,https://ballotpedia.org/Donna_McLeod,NA,
H8OR02161,"MCLEOD-SKINNER, JAMIE",OR,05,DEMOCRATIC PARTY,House,Challenger,P,Democrat,jamie  mcleodskinner,jamiefororegon,https://ballotpedia.org/Jamie_McLeod-Skinner,NA,
H2GA10158,"MCMAIN, MARC",GA,10,REPUBLICAN PARTY,House,Open seat,C,Republican,marc  mcmain,NA,https://ballotpedia.org/Marc_McMain,NA,
H4WA05077,"MCMORRIS RODGERS, CATHY",WA,05,REPUBLICAN PARTY,House,Incumbent,C,Republican,cathy  rodgers,cathymcmorris,https://ballotpedia.org/Cathy_McMorris_Rodgers,M001159,17976923
H4WA05077,"MCMORRIS RODGERS, CATHY",WA,05,REPUBLICAN PARTY,House,Incumbent,C,Republican,cathy  rodgers,teamcmr,https://ballotpedia.org/Cathy_McMorris_Rodgers,M001159,17976923
H4WA05077,"MCMORRIS RODGERS, CATHY",WA,05,REPUBLICAN PARTY,House,Incumbent,C,Republican,cathy  rodgers,cathymcmorris,https://ballotpedia.org/Cathy_McMorris_Rodgers,M001159,130733698
H4WA05077,"MCMORRIS RODGERS, CATHY",WA,05,REPUBLICAN PARTY,House,Incumbent,C,Republican,cathy  rodgers,teamcmr,https://ballotpedia.org/Cathy_McMorris_Rodgers,M001159,130733698
H2MD03234,"MCNEAL, WAYNE",MD,07,DEMOCRATIC PARTY,House,Challenger,N,Democrat,wayne  mcneal,NA,https://ballotpedia.org/Wayne_McNeal,NA,
H2IL17188,"MCNEELY, LINDA",IL,17,DEMOCRATIC PARTY,House,Open seat,N,Democrat,linda  mcneely,NA,NA,NA,
H4CA11081,"MCNERNEY, JERRY",CA,09,DEMOCRATIC PARTY,House,Incumbent,P,Democrat,jerry  mcnerney,NA,NA,M001166,385429543
H2MD02350,"MCNULTY, ELLEN EJ",MD,02,REPUBLICAN PARTY,House,Challenger,P,Republican,ellen  mcnulty,EJ4CONGRESS,https://ballotpedia.org/Ellen_McNulty,NA,
H2DE00163,"MCNUTT, CODY",DE,00,LIBERTARIAN PARTY,House,Challenger,N,Other,cody  mcnutt,codyrmcnutt,https://ballotpedia.org/Cody_McNutt,NA,
H2MI13329,"MCPHAIL, SHARON",MI,13,DEMOCRATIC PARTY,House,Challenger,C,Democrat,sharon  mcphail,NA,https://ballotpedia.org/Sharon_McPhail,NA,
H2FL01266,"MCPHILLIPS, WILLIAM J MR II",FL,01,REPUBLICAN PARTY,House,Challenger,N,Republican,william  mcphillips,NA,NA,NA,
H0TX20124,"MCQUEEN, ELDON DAN",TX,35,REPUBLICAN PARTY,House,Challenger,N,Republican,eldon  mcqueen,NA,NA,NA,
H2OH03174,"MEADE, MATTHEW ALLEN",OH,03,DEMOCRATIC PARTY,House,Challenger,P,Democrat,matthew  meade,NA,NA,NA,
H2OH02127,"MEADOWS, SAMANTHA",OH,02,DEMOCRATIC PARTY,House,Challenger,P,Democrat,samantha  meadows,SMeadows4OH2,https://ballotpedia.org/Samantha_Meadows,NA,
H2CA21225,"MEDEIROS, ADAM THOMAS MR",CA,21,REPUBLICAN PARTY,House,Challenger,P,Republican,adam  medeiros,NA,NA,NA,
H2FL25075,"MEDINA, IAN ANTHONY",FL,25,DEMOCRATIC PARTY,House,Challenger,N,Democrat,ian  medina,NA,NA,NA,
H2NY10118,"MEDINA, IAN ANTHONY",NY,10,DEMOCRATIC PARTY,House,Challenger,N,Democrat,ian  medina,NA,NA,NA,
H2GA05158,"MEDINA, IAN ANTHONY",GA,05,DEMOCRATIC PARTY,House,Challenger,N,Democrat,ian  medina,NA,NA,NA,
H2FL27048,"MEDINA, IAN ANTHONY",FL,27,NO PARTY AFFILIATION,House,Challenger,N,Other,ian  medina,NA,NA,NA,
H8NY06048,"MEEKS, GREGORY W.",NY,05,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,gregory  meeks,repgregorymeeks,https://ballotpedia.org/Gregory_Meeks,M001137,22812754
H8NY06048,"MEEKS, GREGORY W.",NY,05,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,gregory  meeks,GregMeeksNYC,https://ballotpedia.org/Gregory_Meeks,M001137,22812754
H8NY06048,"MEEKS, GREGORY W.",NY,05,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,gregory  meeks,repgregorymeeks,https://ballotpedia.org/Gregory_Meeks,M001137,1092782048157331456
H8NY06048,"MEEKS, GREGORY W.",NY,05,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,gregory  meeks,GregMeeksNYC,https://ballotpedia.org/Gregory_Meeks,M001137,1092782048157331456
H2NJ07192,"MEHTA, RIK",NJ,06,REPUBLICAN PARTY,House,Challenger,P,Republican,rik  mehta,RikMehta_NJ,https://ballotpedia.org/Rik_Mehta,NA,
H0MI03308,"MEIJER, PETER MR.",MI,03,REPUBLICAN PARTY,House,Incumbent,P,Republican,peter  meijer,VoteMeijer,https://ballotpedia.org/Peter_Meijer,M001186,1334164871420796928
H0MI03308,"MEIJER, PETER MR.",MI,03,REPUBLICAN PARTY,House,Incumbent,P,Republican,peter  meijer,pjfm,https://ballotpedia.org/Peter_Meijer,M001186,1334164871420796928
H0MI03308,"MEIJER, PETER MR.",MI,03,REPUBLICAN PARTY,House,Incumbent,P,Republican,peter  meijer,VoteMeijer,https://ballotpedia.org/Peter_Meijer,M001186,1134953735980036096
H0MI03308,"MEIJER, PETER MR.",MI,03,REPUBLICAN PARTY,House,Incumbent,P,Republican,peter  meijer,pjfm,https://ballotpedia.org/Peter_Meijer,M001186,1134953735980036096
H2AK00309,"MELANDER, MIKEL E.",AK,00,REPUBLICAN PARTY,House,Open seat,N,Republican,mikel  melander,NA,https://ballotpedia.org/Mikel_Melander,NA,
H2NJ06210,"MELE, GREGG",NJ,06,REPUBLICAN PARTY,House,Challenger,N,Republican,gregg  mele,NA,NA,NA,
H2TX15179,"MELENDEZ, IVAN DR.",TX,15,DEMOCRATIC PARTY,House,Challenger,C,Democrat,ivan  melendez,NA,NA,NA,
H2CA41140,"MELENDEZ, MELISSA",CA,41,REPUBLICAN PARTY,House,Challenger,N,Republican,melissa  melendez,NA,NA,NA,
H2TX27307,"MELGOZA, VICTOR",TX,27,DEMOCRATIC PARTY,House,Challenger,N,Democrat,victor  melgoza,NA,https://ballotpedia.org/Victor_Melgoza,NA,
H2PA17137,"MELOY, SEAN",PA,17,DEMOCRATIC PARTY,House,Open seat,C,Democrat,sean  meloy,MeloySM,https://ballotpedia.org/Sean_Meloy,NA,
H2IA04141,"MELTON, RYAN MICHAEL APPLETON",IA,04,DEMOCRATIC PARTY,House,Challenger,P,Democrat,ryan  melton,melton4iowa,https://ballotpedia.org/Ryan_Melton,NA,
H2IL07130,"MENDENHALL, DENARVIS C",IL,07,DEMOCRATIC PARTY,House,Challenger,N,Democrat,denarvis  mendenhall,NA,https://ballotpedia.org/Denarvis_Mendenhall,NA,
H2CA37338,"MENDOZA, SANDRA",CA,37,DEMOCRATIC PARTY,House,Open seat,P,Democrat,sandra  mendoza,NA,https://ballotpedia.org/Sandra_Mendoza,NA,
H2NJ08232,"MENENDEZ, ROBERT J.",NJ,08,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,robert  menendez,robmenendez4nj,https://ballotpedia.org/Rob_Menendez_(New_Jersey),M001226,1603468242852397056
H2NJ08232,"MENENDEZ, ROBERT J.",NJ,08,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,robert  menendez,robmenendez4nj,https://ballotpedia.org/Rob_Menendez_(New_Jersey),M001226,1491892268466413568
H2NY06116,"MENG, GRACE",NY,06,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,grace  meng,RepGraceMeng,https://ballotpedia.org/Grace_Meng,M001188,1051127714
H2NY06116,"MENG, GRACE",NY,06,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,grace  meng,Grace4NY,https://ballotpedia.org/Grace_Meng,M001188,1051127714
H2NY06116,"MENG, GRACE",NY,06,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,grace  meng,RepGraceMeng,https://ballotpedia.org/Grace_Meng,M001188,571214272
H2NY06116,"MENG, GRACE",NY,06,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,grace  meng,Grace4NY,https://ballotpedia.org/Grace_Meng,M001188,571214272
H6NH02220,"MERCER, JAY",NH,02,REPUBLICAN PARTY,House,Challenger,N,Republican,jay  mercer,NA,https://ballotpedia.org/Jay_Mercer,NA,
H0FL01146,"MERK, GREGORY CHARLES CHARLES",FL,01,REPUBLICAN PARTY,House,Challenger,P,Republican,gregory  merk,MerkGregory,https://ballotpedia.org/Greg_Merk,NA,
H0CT04211,"MERLEN, BRIAN",CT,04,INDEPENDENT,House,Challenger,N,Other,brian  merlen,NA,NA,NA,
H2AK01208,"METTLER, SHERRY",AK,00,NONE,House,Open seat,C,Other,sherry  mettler,NA,https://ballotpedia.org/Sherry_Mettler,NA,
H2AZ06270,"METZENDORF, ADAM",AZ,01,DEMOCRATIC PARTY,House,Challenger,P,Democrat,adam  metzendorf,metz4congress,https://ballotpedia.org/Adam_Metzendorf,NA,
H2CA30333,"MEURER, WILLIAM",CA,30,GREEN PARTY,House,Challenger,C,Other,william  meurer,NA,https://ballotpedia.org/William_Meurer,NA,
H8PA10147,"MEUSER, DANIEL",PA,09,REPUBLICAN PARTY,House,Incumbent,C,Republican,daniel  meuser,RepMeuser,https://ballotpedia.org/Dan_Meuser,M001204,1080574793630527488
H8PA10147,"MEUSER, DANIEL",PA,09,REPUBLICAN PARTY,House,Incumbent,C,Republican,daniel  meuser,Meuser4Congress,https://ballotpedia.org/Dan_Meuser,M001204,1080574793630527488
H8PA10147,"MEUSER, DANIEL",PA,09,REPUBLICAN PARTY,House,Incumbent,C,Republican,daniel  meuser,RepMeuser,https://ballotpedia.org/Dan_Meuser,M001204,903354645623566336
H8PA10147,"MEUSER, DANIEL",PA,09,REPUBLICAN PARTY,House,Incumbent,C,Republican,daniel  meuser,Meuser4Congress,https://ballotpedia.org/Dan_Meuser,M001204,903354645623566336
H2TN04308,"MEYER, LAWRENCE DOUG",TN,04,REPUBLICAN PARTY,House,Challenger,N,Republican,lawrence  meyer,NA,NA,NA,
H2TN04282,"MEYER, LAWRENCE N. D.",TN,04,REPUBLICAN PARTY,House,Challenger,N,Republican,lawrence  meyer,NA,NA,NA,
H2VT01118,"MEYERS, LOUIS B",VT,00,DEMOCRATIC PARTY,House,Open seat,C,Democrat,louis  meyers,NA,https://ballotpedia.org/Louis_Meyers,NA,
H2TX34204,"MEZA, FILEMON",TX,34,DEMOCRATIC PARTY,House,Challenger,N,Democrat,filemon  meza,NA,https://ballotpedia.org/Filemon_Meza,NA,
H6MD07020,"MFUME, KWEISI",MD,07,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,kweisi  mfume,RepKweisiMfume,https://ballotpedia.org/Kweisi_Mfume,NA,1276209702322438144
H6MD07020,"MFUME, KWEISI",MD,07,DEMOCRATIC PARTY,House,Incumbent,C,Democrat,kweisi  mfume,Mfume4Congress,https://ballotpedia.org/Kweisi_Mfume,NA,1276209702322438144
H2MS03151,"MICHAEL, CASSIDY",MS,03,REPUBLICAN PARTY,House,Challenger,P,Republican,cassidy  michael,NA,NA,NA,
H2NH29016,"MICHAEL, GIDEON MR",NH,29,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,Other,gideon  michael,NA,NA,NA,
H2VA10257,"MICHON, BRANDON",VA,10,REPUBLICAN PARTY,House,Challenger,C,Republican,brandon  michon,BrandonMichon,https://ballotpedia.org/Brandon_Michon,NA,
H2NC03111,"MIDGETTE, YUSHONDA",NC,07,DEMOCRATIC PARTY,House,Challenger,N,Democrat,yushonda  midgette,NA,https://ballotpedia.org/Yushonda_Midgette,NA,
H2CA26166,"MIKHAIL, FADDE",CA,26,REPUBLICAN PARTY,House,Challenger,P,Republican,fadde  mikhail,FADDE,https://ballotpedia.org/Fadde_Mikhail,NA,
H2WI07081,"MIKKELSON, AUDUN",WI,07,REPUBLICAN PARTY,House,Challenger,N,Republican,audun  mikkelson,NA,NA,NA,
H8MD06143,"MILLER, ARUNA",MD,06,DEMOCRATIC PARTY,House,Challenger,P,Democrat,aruna  miller,NA,NA,NA,
H2MI08204,"MILLER, CANDICE MS.",MI,08,REPUBLICAN PARTY,House,Challenger,N,Republican,candice  miller,NA,NA,NA,
H8WV03097,"MILLER, CAROL DEVINE",WV,01,REPUBLICAN PARTY,House,Incumbent,C,Republican,carol  miller,RepCarolMiller,https://ballotpedia.org/Carol_Miller_(West_Virginia),M001205,1081318716573470720
H8WV03097,"MILLER, CAROL DEVINE",WV,01,REPUBLICAN PARTY,House,Incumbent,C,Republican,carol  miller,CarolMillerWV,https://ballotpedia.org/Carol_Miller_(West_Virginia),M001205,1081318716573470720
H8WV03097,"MILLER, CAROL DEVINE",WV,01,REPUBLICAN PARTY,House,Incumbent,C,Republican,carol  miller,RepCarolMiller,https://ballotpedia.org/Carol_Miller_(West_Virginia),M001205,841994444
H8WV03097,"MILLER, CAROL DEVINE",WV,01,REPUBLICAN PARTY,House,Incumbent,C,Republican,carol  miller,CarolMillerWV,https://ballotpedia.org/Carol_Miller_(West_Virginia),M001205,841994444
H2IL11157,"MILLER, CASSANDRA TANNER",IL,11,REPUBLICAN PARTY,House,Challenger,P,Republican,cassandra  miller,Cassandra_IL11,https://ballotpedia.org/Cassandra_Tanner_Miller,NA,
H0FL20146,"MILLER, ERVAN KATARI",FL,20,REPUBLICAN PARTY,House,Open seat,N,Republican,ervan  miller,NA,NA,NA,
H2FL26099,"MILLER, KARL KW MR.",FL,28,REPUBLICAN PARTY,House,Challenger,N,Republican,karl  miller,NA,https://ballotpedia.org/K.W._Miller,NA,
H2NY05134,"MILLER, MARILYN",NY,05,REPUBLICAN PARTY,House,Challenger,N,Republican,marilyn  miller,NA,NA,NA,
H0IL15129,"MILLER, MARY",IL,15,REPUBLICAN PARTY,House,Incumbent,C,Republican,mary  miller,RepMaryMiller,https://ballotpedia.org/Mary_Miller_(Illinois),M001211,1343656635907125248
H0IL15129,"MILLER, MARY",IL,15,REPUBLICAN PARTY,House,Incumbent,C,Republican,mary  miller,Miller_Congress,https://ballotpedia.org/Mary_Miller_(Illinois),M001211,1343656635907125248
H2OH16051,"MILLER, MAX",OH,07,REPUBLICAN PARTY,House,Incumbent,N,Republican,max  miller,RepMaxMiller,https://ballotpedia.org/Max_Miller,M001222,1148299267481563136
H2OH16051,"MILLER, MAX",OH,07,REPUBLICAN PARTY,House,Incumbent,N,Republican,max  miller,MaxMillerOH,https://ballotpedia.org/Max_Miller,M001222,1148299267481563136
H8IA02043,"MILLER-MEEKS, MARIANNETTE JANE",IA,01,REPUBLICAN PARTY,House,Incumbent,C,Republican,mariannette  millermeeks,RepMMM,https://ballotpedia.org/Mariannette_Miller-Meeks,M001215,1345807954604412928
H8IA02043,"MILLER-MEEKS, MARIANNETTE JANE",IA,01,REPUBLICAN PARTY,House,Incumbent,C,Republican,mariannette  millermeeks,millermeeks,https://ballotpedia.org/Mariannette_Miller-Meeks,M001215,1345807954604412928
H8IA02043,"MILLER-MEEKS, MARIANNETTE JANE",IA,01,REPUBLICAN PARTY,House,Incumbent,C,Republican,mariannette  millermeeks,RepMMM,https://ballotpedia.org/Mariannette_Miller-Meeks,M001215,18131106
H8IA02043,"MILLER-MEEKS, MARIANNETTE JANE",IA,01,REPUBLICAN PARTY,House,Incumbent,C,Republican,mariannette  millermeeks,millermeeks,https://ballotpedia.org/Mariannette_Miller-Meeks,M001215,18131106
H2TX37033,"MILLER, SARAH",TX,29,REPUBLICAN PARTY,House,Challenger,N,Republican,sarah  miller,NA,NA,NA,
H2NC07104,"MILLER, STEPHEN",NC,07,DEMOCRATIC PARTY,House,Challenger,C,Democrat,stephen  miller,stevemillernc,https://ballotpedia.org/Steve_Miller_(North_Carolina_congressional_candidate),NA,
H2TX25327,"MILLER, TRISTAN MILLER MR.",TX,25,UNAFFILIATED,House,Challenger,N,Other,tristan  miller,NA,NA,NA,
H2AK01034,"MILLIGAN, MIKE",AK,00,DEMOCRATIC PARTY,House,Open seat,N,Democrat,mike  milligan,NA,https://ballotpedia.org/Mike_Milligan,NA,
H2IN09225,"MILLIS, TONYA LYNN",IN,09,LIBERTARIAN PARTY,House,Open seat,C,Other,tonya  millis,NA,https://ballotpedia.org/Tonya_Millis,NA,
H2NY18111,"MILLS, AISHA",NY,18,DEMOCRATIC PARTY,House,Challenger,P,Democrat,aisha  mills,AishaforNy18,https://ballotpedia.org/Aisha_Mills,NA,
H2FL07156,"MILLS, CORY",FL,07,REPUBLICAN PARTY,House,Incumbent,C,Republican,cory  mills,CoryMillsFL,https://ballotpedia.org/Cory_Mills,M001216,1216076954375421952
H2FL07156,"MILLS, CORY",FL,07,REPUBLICAN PARTY,House,Incumbent,C,Republican,cory  mills,MillsForFlorida,https://ballotpedia.org/Cory_Mills,M001216,1216076954375421952
H6FL01143,"MILLS, RALPH JOHN III",FL,01,REPUBLICAN PARTY,House,Challenger,N,Republican,ralph  mills,NA,NA,NA,
H2TX34139,"MILLS, RONALD D",TX,34,REPUBLICAN PARTY,House,Challenger,P,Republican,ronald  mills,NA,NA,NA,
H2FL25091,"MILLWEE, ROBERT",FL,25,DEMOCRATIC PARTY,House,Challenger,P,Democrat,robert  millwee,MillweeRobert,https://ballotpedia.org/Robert_Millwee,NA,
H2IN01198,"MILO, BLAIR",IN,01,REPUBLICAN PARTY,House,Challenger,C,Republican,blair  milo,BlairMiloLP,https://ballotpedia.org/Blair_Milo,NA,
H0CO03173,"MILTON, CHRISTOPHER",CO,06,OTHER,House,Challenger,N,Other,christopher  milton,NA,NA,NA,
H2CO05208,"MIMIAGA, BRANDON KYLE",CO,05,REPUBLICAN PARTY,House,Challenger,N,Republican,brandon  mimiaga,NA,NA,NA,
H2CA39177,"MINNELLA, JOHN LORDSAL",CA,39,REPUBLICAN PARTY,House,Challenger,P,Republican,john  minnella,NA,https://ballotpedia.org/John_Minnella,NA,
H2NC07146,"MINNICOZZI, JASON",NC,07,DEMOCRATIC PARTY,House,Challenger,C,Democrat,jason  minnicozzi,NA,NA,NA,
H2CA29095,"MIRANDA, ANDY",CA,29,REPUBLICAN PARTY,House,Challenger,N,Republican,andy  miranda,AndyforCa29,https://ballotpedia.org/Andy_Miranda,NA,
H2FL16090,"MIRANDA-PADILLA, BENJAMIN",FL,16,DEMOCRATIC PARTY,House,Challenger,N,Democrat,benjamin  mirandapadilla,NA,NA,NA,
H2TX27315,"MIRELES, ERIC",TX,27,REPUBLICAN PARTY,House,Challenger,P,Republican,eric  mireles,NA,https://ballotpedia.org/Eric_Mireles,NA,
H2PA13136,"MISCOVICH, JAMES MICHAEL",PA,13,REPUBLICAN PARTY,House,Challenger,N,Republican,james  miscovich,NA,NA,NA,
H2CO05182,"MITCHELL, CHRISTOPHER",CO,05,CONSTITUTION PARTY,House,Challenger,N,Other,christopher  mitchell,NA,https://ballotpedia.org/Christopher_Mitchell,NA,
H2TX08125,"MITCHELL, JONATHAN",TX,36,REPUBLICAN PARTY,House,Challenger,N,Republican,jonathan  mitchell,NA,NA,NA,
H2AZ02303,"MITCHELL, MARISSA M",AZ,02,REPUBLICAN PARTY,House,Challenger,N,Republican,marissa  mitchell,NA,NA,NA,
H8TX06225,"MITCHELL, MONTE",TX,06,REPUBLICAN PARTY,House,Challenger,N,Republican,monte  mitchell,NA,NA,NA,
H2UT02498,"MITCHELL, NICHOLAS",UT,02,DEMOCRATIC PARTY,House,Challenger,P,Democrat,nicholas  mitchell,Nick4utah,https://ballotpedia.org/Nick_Mitchell_(Utah),NA,
H2MO01245,"MITCHELL RILEY, LAURA",MO,01,REPUBLICAN PARTY,House,Challenger,N,Republican,laura  riley,NA,NA,NA,
H2MD01220,"MIZEUR, HEATHER RENAY",MD,01,DEMOCRATIC PARTY,House,Challenger,P,Democrat,heather  mizeur,HeatherMizeur,https://ballotpedia.org/Heather_Mizeur,NA,
H2IL14136,"MLTON, JAIME",IL,14,REPUBLICAN PARTY,House,Challenger,P,Republican,jaime  mlton,Milton4Congress,https://ballotpedia.org/Jaime_Milton,NA,
H2TX07051,"MOCKUS, DAMIEN",TX,38,REPUBLICAN PARTY,House,Open seat,N,Republican,damien  mockus,VoteMockus,https://ballotpedia.org/Damien_Mockus,NA,
H8MN04083,"MOGHUL, FASIL",MN,04,DEMOCRATIC PARTY,House,Challenger,N,Democrat,fasil  moghul,FasilMoghul,https://ballotpedia.org/Fasil_Moghul,NA,
H0FL22092,"MOHAMMAD, IMTIAZ AHMAD",FL,22,DEMOCRATIC PARTY,House,Challenger,N,Democrat,imtiaz  mohammad,NA,NA,NA,
