fec_id,name,state,district,party,office,incumbent_challenge,candidate_status
H2NY10092,"JEFFRIES, HAKEEM",NY,08,DEMOCRATIC PARTY,House,Incumbent,C
H2WA03159,"JENKINS, CHRIS",WA,03,DEMOCRATIC PARTY,House,Challenger,N
H2MD06260,"JENKINS, JONATHAN JENKINS",MD,06,REPUBLICAN PARTY,House,Challenger,P
H2NJ04215,"JENKINS, MATTHEW",NJ,04,DEMOCRATIC PARTY,House,Challenger,P
H2CA36462,"JENKINS, STORM",CA,36,REPUBLICAN PARTY,House,Challenger,C
H0WA08103,"JENSEN, JESSE",WA,08,REPUBLICAN PARTY,House,Challenger,P
H2WY01073,"JENSEN, MEGHAN",WY,00,DEMOCRATIC PARTY,House,Challenger,N
H2KY42014,"JESSE, LUKE MR",KY,42,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2CA36488,"JESUELE, MATTHEW VINCENT",CA,36,INDEPENDENT,House,Challenger,N
H2MT01110,"JETTE, MATTHEW DR.",MT,01,REPUBLICAN PARTY,House,Challenger,N
H2NY14177,"JIN, JAE EUN CHOI",NY,14,UNKNOWN,House,Challenger,N
H2OK02224,"JOHN, BENNETT",OK,02,REPUBLICAN PARTY,House,Open seat,C
H2TX31168,"JOHNS, DERRICK",TX,31,REPUBLICAN PARTY,House,Challenger,C
H2MI06133,"JOHNSEN, GINA",MI,06,REPUBLICAN PARTY,House,Open seat,N
H2MS04233,"JOHNSON, ALDEN PATRICK MR.",MS,04,LIBERTARIAN PARTY,House,Challenger,N
H2GA02163,"JOHNSON, ARTHUR WAYNE",GA,02,REPUBLICAN PARTY,House,Challenger,P
H2MI03163,"JOHNSON, AUDRA",MI,03,REPUBLICAN PARTY,House,Challenger,P
H0OH06189,"JOHNSON, BILL",OH,06,REPUBLICAN PARTY,House,Incumbent,C
H2OK02240,"JOHNSON, CLINT MR",OK,02,REPUBLICAN PARTY,House,Open seat,N
H2CA08222,"JOHNSON, DEMNLUS III",CA,08,DEMOCRATIC PARTY,House,Challenger,P
H8SD01055,"JOHNSON, DUSTY",SD,00,REPUBLICAN PARTY,House,Incumbent,C
H2TX00015,"JOHNSON, EDDIE BERNICE",TX,30,DEMOCRATIC PARTY,House,Incumbent,P
H0GA12059,"JOHNSON, ELIZABETH",GA,12,DEMOCRATIC PARTY,House,Challenger,P
H8GA10197,"JOHNSON-GREEN, TABITHA",GA,10,DEMOCRATIC PARTY,House,Challenger,P
H6GA04129,"JOHNSON, HENRY C. 'HANK'",GA,04,DEMOCRATIC PARTY,House,Incumbent,C
H6LA04138,"JOHNSON, JAMES MICHAEL",LA,04,REPUBLICAN PARTY,House,Incumbent,C
H2WA02219,"JOHNSON, LEIF D",WA,02,REPUBLICAN PARTY,House,Challenger,P
H2AZ09126,"JOHNSON, ORLANDO C JR",AZ,09,REPUBLICAN PARTY,House,Challenger,N
H2NY08161,"JOHNSON, QUEEN",NY,08,DEMOCRATIC PARTY,House,Challenger,N
H2MI02165,"JOHNSON, RAY",MI,02,DEMOCRATIC PARTY,House,Challenger,N
H2IN07153,"JOHNSON, RUSSELL (RUSTY) SCOTT MR.",IN,07,REPUBLICAN PARTY,House,Challenger,N
H2MO04165,"JOHNSON, RYAN",MO,04,REPUBLICAN PARTY,House,Open seat,C
H2MS02195,"JOHNSON, STANFORD",MS,02,REPUBLICAN PARTY,House,Challenger,N
H2MN07113,"JOHNSON, TRAVIS E",MN,07,LIBERTARIAN PARTY,House,Challenger,P
H2AL03123,"JOINER, MICHAEL T",AL,03,REPUBLICAN PARTY,House,Challenger,N
H2CO05174,"JONES, ALAX",CO,05,UNAFFILIATED,House,Challenger,N
H2MO01179,"JONES, ANDREW M JR",MO,01,REPUBLICAN PARTY,House,Challenger,P
H2FL01241,"JONES, BRYAN CHRISTOPHER",FL,01,REPUBLICAN PARTY,House,Challenger,P
H2TX37041,"JONES, CHRISTOPHER MICHAEL",TX,37,DEMOCRATIC PARTY,House,Open seat,C
H2TN04324,"JONES, DAVID LEIGHTON",TN,04,INDEPENDENT,House,Challenger,N
H2OH13215,"JONES, ERIC SCOTT",OH,13,DEMOCRATIC PARTY,House,Open seat,N
H2VA01124,"JONES, HERBERT CARROLL JR",VA,01,DEMOCRATIC PARTY,House,Challenger,P
H2IL01356,"JONES, J DARNELL J.D.",IL,01,DEMOCRATIC PARTY,House,Open seat,N
H2CA04163,"JONES, JIMIH L",CA,04,REPUBLICAN PARTY,House,Challenger,N
H2CA04122,"JONES, KERMIT",CA,03,DEMOCRATIC PARTY,House,Challenger,P
H0FL20112,"JONES, LATERESA ANN",FL,10,REPUBLICAN PARTY,House,Challenger,P
H0TX08145,"JONES, LAURA",TX,08,DEMOCRATIC PARTY,House,Challenger,N
H0NY17174,"JONES, MONDAIRE",NY,10,DEMOCRATIC PARTY,House,Incumbent,P
H0CA38140,"JONES, PAUL IRVING REVEREND",CA,38,REPUBLICAN PARTY,House,Challenger,N
H2FL01233,"JONES, REBEKAH",FL,01,DEMOCRATIC PARTY,House,Challenger,P
H2UT01300,"JONES, RICK",UT,01,DEMOCRATIC PARTY,House,Challenger,N
H2CA03140,"JONES, SCOTT R",CA,03,REPUBLICAN PARTY,House,Challenger,C
H2AZ04234,"JONES, STEPHAN ""STEVE""",AZ,04,WRITE-IN,House,Challenger,N
H2GA10281,"JONES, VERNON",GA,10,REPUBLICAN PARTY,House,Open seat,P
H2CA27248,"JORDAN, ALI",CA,27,NONE,House,Challenger,N
H2NH59013,"JORDAN, BRENT MR",NH,59,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H6OH04082,"JORDAN, JAMES D.",OH,04,REPUBLICAN PARTY,House,Incumbent,C
H2TX22183,"JORDAN, JAMIE KAYE MS.",TX,22,DEMOCRATIC PARTY,House,Challenger,N
H2VA08160,"JORDAN, JEFF",VA,08,REPUBLICAN PARTY,House,Challenger,C
H2MO01211,"JORDAN, STEVEN ALEXANDEER",MO,01,REPUBLICAN PARTY,House,Challenger,N
H2NC12278,"JOSEPH, NALINI",NC,12,REPUBLICAN PARTY,House,Challenger,P
H2OH15269,"JOSEPHSON, GARY",OH,15,DEMOCRATIC PARTY,House,Challenger,N
H2OH15277,"JOSEPHSON, GARY",OH,15,DEMOCRATIC PARTY,House,Challenger,P
H2NY00069,"JOSEPH, VLADIMY MR.",NY,00,DEMOCRATIC PARTY,House,Challenger,N
H2NY12171,"JOSEPH, VLADIMY REV.",NY,12,DEMOCRATIC PARTY,House,Challenger,N
H2NV02585,"JOSHI, RAHUL A",NV,02,DEMOCRATIC PARTY,House,Challenger,N
H2OH14064,"JOYCE, DAVID P.",OH,14,REPUBLICAN PARTY,House,Incumbent,C
H8PA13125,"JOYCE, JOHN",PA,13,REPUBLICAN PARTY,House,Incumbent,C
H2ME02204,"JOYCE, SEAN MICHAEL",ME,02,INDEPENDENT,House,Challenger,N
H0NY20111,"JOY, ELIZABETH L",NY,20,REPUBLICAN PARTY,House,Challenger,P
H2TX15211,"JUAREZ, ANGELA",TX,15,REPUBLICAN PARTY,House,Challenger,N
H2FL14277,"JUDGE, JAMES",FL,14,REPUBLICAN PARTY,House,Challenger,P
H2NY23178,"JULIANO, RAYMOND JR",NY,23,REPUBLICAN PARTY,House,Open seat,N
H0MI08141,"JUNGE, PAUL",MI,08,REPUBLICAN PARTY,House,Challenger,P
H8NJ01226,"KABIR, MOHAMMAD S",NJ,01,OTHER,House,Challenger,N
H0HI02155,"KAHELE, KAIALI'I",HI,02,DEMOCRATIC PARTY,House,Incumbent,P
H2MN04144,"KAIL, EVAN BERMAN MR",MN,04,DEMOCRATIC-FARMER-LABOR,House,Challenger,N
H2NY03170,"KAIMAN, JON",NY,03,DEMOCRATIC PARTY,House,Open seat,P
H2TX08257,"KAISER, ADRIAN MR",TX,38,REPUBLICAN PARTY,House,Open seat,N
H8AR03090,"KALAGIAS, MICHAEL J",AR,03,LIBERTARIAN PARTY,House,Challenger,N
H2MN01330,"KALBERER, GEORGE H",MN,01,DEMOCRATIC-FARMER-LABOR,House,Challenger,N
H2FL17106,"KALE, ANDREA DORIA",FL,17,DEMOCRATIC PARTY,House,Challenger,P
H2OR04103,"KALLOCH, ANDREW",OR,04,DEMOCRATIC PARTY,House,Open seat,C
H2MI11224,"KALLUR, SUMUKH",MI,11,REPUBLICAN PARTY,House,Challenger,N
H2CA37304,"KAMLAGER, SYDNEY",CA,37,DEMOCRATIC PARTY,House,Incumbent,C
H2CA12232,"KAPLAN, GLENN",CA,12,NO PARTY AFFILIATION,House,Challenger,N
H2OH09031,"KAPTUR, MARCY HON. M.C.",OH,09,DEMOCRATIC PARTY,House,Incumbent,C
H2MO03159,"KARLEN, JONATHAN",MO,03,DEMOCRATIC PARTY,House,Challenger,N
H2SC02166,"KARR, GREGORY BLANE",SC,02,DEMOCRATIC PARTY,House,Challenger,C
H2IL06132,"KASPAR, SCOTT RICHARD",IL,06,REPUBLICAN PARTY,House,Challenger,P
H4NY24073,"KATKO, JOHN M",NY,24,REPUBLICAN PARTY,House,Open seat,P
H2WI05267,"KATZENMEYER, JESSICA",WI,05,DEMOCRATIC PARTY,House,Challenger,C
H2CA17116,"KATZ, SARAH",CA,17,DEMOCRATIC PARTY,House,Challenger,N
H2NY03147,"KAUR, NAVJOT PAL",NY,03,DEMOCRATIC PARTY,House,Open seat,N
H0NJ07261,"KEAN, THOMAS H. JR.",NJ,07,REPUBLICAN PARTY,House,Incumbent,C
H6LA01225,"KEARNEY, HOWARD",LA,01,LIBERTARIAN PARTY,House,Challenger,N
H0MA10082,"KEATING, WILLIAM R",MA,09,DEMOCRATIC PARTY,House,Incumbent,C
H2VA07162,"KEENEY, TAYLOR",VA,07,REPUBLICAN PARTY,House,Challenger,C
H2NC13193,"KEIRSEY, KENT",NC,13,REPUBLICAN PARTY,House,Open seat,C
H2CA27230,"KEIVAULQE AUTIAMEINEIRE, FEPBRINA ESTRELVIA",CA,18,OTHER,House,Challenger,N
H2WY01024,"KELLER, BRYAN EUGENE MR.",WY,00,REPUBLICAN PARTY,House,Challenger,N
H0PA12181,"KELLER, FRED",PA,09,REPUBLICAN PARTY,House,Incumbent,P
H2OH14098,"KELLEY, BRENDEN P.",OH,14,DEMOCRATIC PARTY,House,Challenger,C
H2MD02301,"KELLEY, JOE",MD,02,REPUBLICAN PARTY,House,Challenger,N
H2WI07099,"KELLOGG, GEORGE",WI,07,FEDERALIST,House,Challenger,N
H2TX19080,"KELLY, EMANUEL MR",TX,19,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H0PA03271,"KELLY, GEORGE J JR",PA,16,REPUBLICAN PARTY,House,Incumbent,C
H2TN05305,"KELLY, JACQUELYN ODESSA",TN,07,DEMOCRATIC PARTY,House,Open seat,P
H2FL01225,"KELLY, JEREMY",FL,01,REPUBLICAN PARTY,House,Challenger,N
H6MS01131,"KELLY, JOHN TRENT",MS,01,REPUBLICAN PARTY,House,Incumbent,C
H2IL02172,"KELLY, ROBIN",IL,02,DEMOCRATIC PARTY,House,Incumbent,C
H4TX10184,"KELSEY, BILL",TX,10,LIBERTARIAN PARTY,House,Challenger,N
H0CO05152,"KELTIE, REBECCA",CO,05,REPUBLICAN PARTY,House,Challenger,N
H2MI09160,"KELTS, JACOB",MI,09,LIBERTARIAN PARTY,House,Challenger,N
H2OH07266,"KENDERES, BRIAN",OH,07,WRITE-IN,House,Challenger,N
H0CA04175,"KENNEDY, BRYNNE",CA,04,DEMOCRATIC PARTY,House,Challenger,P
H2WA02227,"KENNEDY, CARRIE R.",WA,02,REPUBLICAN PARTY,House,Challenger,N
H2PA06155,"KENNEDY, ROBERT JAMES III",PA,06,REPUBLICAN PARTY,House,Challenger,P
H0CA26145,"KENNEDY, RONDA",CA,30,REPUBLICAN PARTY,House,Challenger,N
H2WA03100,"KENT, JOSEPH",WA,03,REPUBLICAN PARTY,House,Challenger,N
H2HI02565,"KEOHOKALOLE, JARRETT",HI,02,DEMOCRATIC PARTY,House,Open seat,N
H6MN06165,"KERN, ALIENA JEANENE",MN,05,DEMOCRATIC-FARMER-LABOR,House,Challenger,N
H2MS02161,"KERNER, GERALD M",MS,02,DEMOCRATIC PARTY,House,Challenger,C
H2IA02129,"KERNER, JOSEPH",IA,02,DEMOCRATIC PARTY,House,Challenger,N
H2CA10244,"KERR, MICHAEL ERNEST",CA,10,GREEN PARTY,House,Challenger,C
H2MS02153,"KEUNEKE, JEFFREY LYNN MR",MS,02,REPUBLICAN PARTY,House,Challenger,N
H2NJ10212,"KHALFANI, AKIL",NJ,10,DEMOCRATIC PARTY,House,Challenger,N
H2CA32222,"KHAN, MUMIN",CA,32,DEMOCRATIC PARTY,House,Challenger,N
H4CA12055,"KHANNA, ROHIT",CA,17,DEMOCRATIC PARTY,House,Incumbent,C
H2FL13261,"KHEIREDDINE, MONEER",FL,13,REPUBLICAN PARTY,House,Open seat,C
H2WI05283,"KIDD, JIM KIDD",WI,05,NONE,House,Challenger,N
H2VA02064,"KIGGANS, JENNIFER",VA,02,REPUBLICAN PARTY,House,Incumbent,C
H2NH01296,"KILBANE, MARK",NH,01,REPUBLICAN PARTY,House,Challenger,N
H2OH13223,"KILBOY, MATTHEW",OH,14,DEMOCRATIC PARTY,House,Challenger,P
H2CA10202,"KILBRIDE, EUGENE",CA,10,REPUBLICAN PARTY,House,Challenger,N
H2MI05119,"KILDEE, DANIEL T",MI,08,DEMOCRATIC PARTY,House,Incumbent,C
H2CA03157,"KILEY, KEVIN",CA,03,REPUBLICAN PARTY,House,Incumbent,C
H2NJ06228,"KILEY, SUSAN M",NJ,06,REPUBLICAN PARTY,House,Challenger,P
H0OH15131,"KILGORE, DANIEL MCARTHUR MR.",OH,15,DEMOCRATIC PARTY,House,Challenger,N
H2PA17152,"KILLMEYER, JASON",PA,17,REPUBLICAN PARTY,House,Open seat,P
H2WA06129,"KILMER, DEREK",WA,06,DEMOCRATIC PARTY,House,Incumbent,C
H2GA11214,"KILPATRICK, HEATHER",GA,11,DEMOCRATIC PARTY,House,Challenger,P
H8NJ03206,"KIM, ANDY",NJ,03,DEMOCRATIC PARTY,House,Incumbent,C
H2IN24018,"KIMBAL, EZEKIEL MR",IN,24,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2CA34079,"KIM, DAVID YUNG HO",CA,34,DEMOCRATIC PARTY,House,Challenger,P
H2NY10183,"KIM, ELIZABETH",NY,10,DEMOCRATIC PARTY,House,Challenger,P
H0VA08172,"KIM, HEERAK CHRISTIAN DR.",VA,08,REPUBLICAN PARTY,House,Challenger,N
H8CA39240,"KIM, YOUNG",CA,40,REPUBLICAN PARTY,House,Incumbent,C
H6WI03099,"KIND, RONALD JAMES",WI,03,DEMOCRATIC PARTY,House,Incumbent,P
H0IL17083,"KING, ESTHER JOY",IL,17,REPUBLICAN PARTY,House,Open seat,P
H2NY05126,"KING, PAUL",NY,05,REPUBLICAN PARTY,House,Challenger,P
H2OH13280,"KING, SANTANA FRANCISCO",OH,13,REPUBLICAN PARTY,House,Open seat,N
H2KS14015,"KINGSLEY, ETHEL MR",KS,14,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2FL10275,"KING, WILLIAM",FL,10,REPUBLICAN PARTY,House,Open seat,N
H2NC04119,"KINSEY, CRAIG ROBERT",NC,04,REPUBLICAN PARTY,House,Open seat,C
H0IL11052,"KINZINGER, ADAM",IL,16,REPUBLICAN PARTY,House,Incumbent,P
H8MI09142,"KIRBY, ANDREA",MI,10,OTHER,House,Challenger,N
H2CO08079,"KIRKMEYER, BARBARA",CO,08,REPUBLICAN PARTY,House,Open seat,P
H8AZ01104,"KIRKPATRICK, ANN",AZ,02,DEMOCRATIC PARTY,House,Incumbent,P
H8CA05183,"KISHINEFF, JASON",CA,04,NONE,House,Challenger,N
H0MN02134,"KISTNER, TYLER",MN,02,REPUBLICAN PARTY,House,Challenger,P
H2SC07165,"KITE, GEORHE WILLIAM",SC,07,REPUBLICAN PARTY,House,Challenger,N
H2CO01249,"KITTLESON, JOHN C.",CO,01,LIBERTARIAN PARTY,House,Challenger,N
H2NY24150,"KLEE HOOD, SARAH",NY,22,DEMOCRATIC PARTY,House,Challenger,N
H2MO06251,"KLEINMEYER, BRANDON",MO,06,REPUBLICAN PARTY,House,Challenger,N
H2NJ01153,"KLINE, PATRICIA",NJ,01,INDEPENDENT,House,Challenger,P
H2WA04157,"KLIPPERT, BRADLEY",WA,04,REPUBLICAN PARTY,House,Challenger,P
H2CO07220,"KLOPF, ROSS",CO,07,LIBERTARIAN PARTY,House,Challenger,N
H2IN07161,"KLOSOWSKI, JIMMY",IN,07,REPUBLICAN PARTY,House,Challenger,N
H2TX38056,"KLUSSMANN, DUNCAN FOSTER",TX,38,DEMOCRATIC PARTY,House,Open seat,C
H2NJ38015,"KNAP, EDWARD MR",NJ,38,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2WY01040,"KNAPP, EVERETT DENTON JR",WY,00,REPUBLICAN PARTY,House,Challenger,C
H2AK00424,"KNIGHT, DON",AK,00,NONPARTISAN,House,Open seat,N
H2WI03098,"KNUDSEN, BRETT",WI,03,DEMOCRATIC PARTY,House,Open seat,N
H2WA04207,"KOBIESA, JACEK",WA,04,REPUBLICAN PARTY,House,Challenger,N
H2TX01153,"KOCEN, STEPHEN MARTIN",TX,01,DEMOCRATIC PARTY,House,Open seat,C
H2MN01199,"KOCINA, KEVIN",MN,01,REPUBLICAN PARTY,House,Open seat,C
H2MI06166,"KOLANAGIREDDY, HIMA",MI,06,REPUBLICAN PARTY,House,Open seat,P
H4TX24151,"KOLLS, MIKE",TX,26,LIBERTARIAN PARTY,House,Challenger,N
H2IL08179,"KOLODZIEJ, KAREN",IL,08,REPUBLICAN PARTY,House,Challenger,N
H2AZ06239,"KONCZAL, KEVIN",AZ,06,REPUBLICAN PARTY,House,Challenger,C
H0FL04116,"KONIZ, GARY L",FL,04,WRITE-IN,House,Challenger,N
H2IL14094,"KOOLIDGE, MICHAEL",IL,14,REPUBLICAN PARTY,House,Challenger,P
H2NY21123,"KOONS, LONNY",NY,21,REPUBLICAN PARTY,House,Challenger,C
H2IL08203,"KOPPIE, CHAD",IL,08,REPUBLICAN PARTY,House,Challenger,P
H2IL16073,"KOPROWSKI, GENE REV.",IL,16,REPUBLICAN PARTY,House,Open seat,N
H2IL08161,"KOPSAFTIS, PETER",IL,08,REPUBLICAN PARTY,House,Challenger,P
H2NY24143,"KO, TIM",NY,24,REPUBLICAN PARTY,House,Challenger,P
H2NV03195,"KOVACS, JOHN",NV,03,REPUBLICAN PARTY,House,Challenger,P
H2NJ11145,"KOVIC, ROBERT D.",NJ,11,REPUBLICAN PARTY,House,Challenger,P
H2WA03191,"KRAFT, VICKI CALDWELL",WA,03,REPUBLICAN PARTY,House,Challenger,C
H2NV02551,"KRAUSE, E M",NV,02,DEMOCRATIC PARTY,House,Challenger,P
H0TX15108,"KRAUSE, RYAN PATRICK",TX,15,REPUBLICAN PARTY,House,Challenger,C
H0WA06081,"KREISELMAIER, ELIZABETH",WA,06,REPUBLICAN PARTY,House,Challenger,P
H2HI02557,"KRESS, CONRAD",HI,01,REPUBLICAN PARTY,House,Challenger,P
H6IL08147,"KRISHNAMOORTHI, S. RAJA",IL,08,DEMOCRATIC PARTY,House,Incumbent,C
H2FL07255,"KRULICK, AL MR.",FL,07,DEMOCRATIC PARTY,House,Open seat,P
H2AZ02410,"KRYSTOFIAK, STEVEN",AZ,02,REPUBLICAN PARTY,House,Open seat,P
H2IA01097,"KUEHL, KYLE",IA,01,REPUBLICAN PARTY,House,Challenger,C
H2NE02157,"KUEHL, STEPHEN MATTHEW MR",NE,02,REPUBLICAN PARTY,House,Challenger,P
H2CO08095,"KULMANN, JANIFER SUZANNE",CO,08,REPUBLICAN PARTY,House,Open seat,C
H2AR03275,"KUMAR, NEIL",AR,03,REPUBLICAN PARTY,House,Challenger,C
H0CA18068,"KUMAR, RISHI",CA,16,DEMOCRATIC PARTY,House,Challenger,P
H2WI07115,"KUNELIUS, DAVID WALTER",WI,07,REPUBLICAN PARTY,House,Challenger,P
H2NJ08315,"KUNIANSKY, JOANNE",NJ,08,OTHER,House,Challenger,N
H2TX34220,"KUNKLE, GREGORY SCOTT JR",TX,34,REPUBLICAN PARTY,House,Challenger,N
H2CA42197,"KURANI, SHRINA",CA,41,DEMOCRATIC PARTY,House,Challenger,C
H2IN02261,"KURANT, STEPHEN",IN,02,DEMOCRATIC PARTY,House,Open seat,N
H8TX09153,"KURTZ, PHIL",TX,18,LIBERTARIAN PARTY,House,Challenger,N
H0NH02181,"KUSTER, ANN MCLANE",NH,02,DEMOCRATIC PARTY,House,Incumbent,C
H2TN07103,"KUSTOFF, DAVID",TN,08,REPUBLICAN PARTY,House,Incumbent,C
H2AZ09209,"KUTZ, RANDY",AZ,09,REPUBLICAN PARTY,House,Challenger,P
H2MO04215,"LABRUE, KYLE STONNER",MO,04,REPUBLICAN PARTY,House,Open seat,C
H2NY03162,"LAFAZAN, JOSHUA",NY,03,DEMOCRATIC PARTY,House,Challenger,N
H6IL18088,"LAHOOD, DARIN MCKAY",IL,16,REPUBLICAN PARTY,House,Incumbent,C
H2OR04186,"LAIBLE, STEVE WILLIAM",OR,04,DEMOCRATIC PARTY,House,Open seat,N
H0NY05088,"LAL, AMIT",NY,05,REPUBLICAN PARTY,House,Challenger,N
H2CA02142,"LAMALFA, DOUG",CA,01,REPUBLICAN PARTY,House,Incumbent,C
H8PA18181,"LAMB, CONOR",PA,17,DEMOCRATIC PARTY,House,Incumbent,P
H2FL17098,"LAMBERT, DAN",FL,17,DEMOCRATIC PARTY,House,Challenger,N
H2MT01144,"LAMB, JOHN",MT,01,LIBERTARIAN PARTY,House,Open seat,N
H6CO05159,"LAMBORN, DOUGLAS",CO,05,REPUBLICAN PARTY,House,Incumbent,C
H2MA28015,"LANCASTER, BRIAN EDWARD MR",MA,28,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2MD19016,"LANCASTER, JASON MR",MD,19,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H0RI02287,"LANCIA, BOB",RI,02,REPUBLICAN PARTY,House,Open seat,C
H2NY41014,"LANDER, DAVID ERIC",NY,41,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2MI13352,"LANDIN, ROGELIO",MI,13,DEMOCRATIC PARTY,House,Challenger,N
H2OH01194,"LANDSMAN, GREG",OH,01,DEMOCRATIC PARTY,House,Incumbent,C
H2PA34017,"LANGDON, CLIFTON MR",PA,34,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2NY88015,"LANGDON, MICHAEL BRISTOL MR",NY,88,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2TX02417,"LANGELLA, LEWIS MILAM",TX,02,REPUBLICAN PARTY,House,Challenger,P
H2IL15109,"LANGE, PAUL",IL,15,DEMOCRATIC PARTY,House,Challenger,P
H2IL15091,"LANGE, PAUL J",IL,15,DEMOCRATIC PARTY,House,Challenger,N
H0RI02139,"LANGEVIN, JAMES R HONORABLE",RI,02,DEMOCRATIC PARTY,House,Incumbent,P
H2CA06325,"LANGFORD, DAVID KEITH MR. JR.",CA,06,REPUBLICAN PARTY,House,Challenger,N
H6MO05197,"LANGKRAEHR, RANDALL DAVID (RANDY)",MO,04,LIBERTARIAN PARTY,House,Open seat,N
H2NY23228,"LANGWORTHY, NICK",NY,23,REPUBLICAN PARTY,House,Incumbent,N
H2TX30228,"LANKFORD, KEISHA DR.",TX,30,DEMOCRATIC PARTY,House,Open seat,P
H0PA05086,"LANNI, LOU",PA,05,DEMOCRATIC PARTY,House,Challenger,C
H2PA01115,"LANNING, BRADLEY JAMES",PA,01,REPUBLICAN PARTY,House,Challenger,N
H2NY38010,"LANSFORD, MICHAEL MR",NY,38,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2PA08110,"LANZARO-FISHER, JON",PA,08,DEMOCRATIC PARTY,House,Challenger,N
H0OH07146,"LAPE, BRANDON",OH,12,REPUBLICAN PARTY,House,Challenger,N
H2SC04139,"LAPIERRE, MICHAEL JAMES MR.",SC,04,REPUBLICAN PARTY,House,Challenger,C
H2CA21209,"LARA, ANGEL",CA,21,DEMOCRATIC PARTY,House,Challenger,C
H2OH15145,"LARE, JEFF",OH,15,REPUBLICAN PARTY,House,Challenger,P
H2HI01120,"LARGEY, PATRICK C SR",HI,01,REPUBLICAN PARTY,House,Challenger,N
H2AZ05157,"LARIVEE, BENJAMIN",AZ,05,DEMOCRATIC PARTY,House,Challenger,N
H2WA08182,"LARKIN, MATT MR",WA,08,REPUBLICAN PARTY,House,Challenger,P
H2FL14285,"LARKIN, PHILIP MR",FL,14,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2MD49013,"LARKIN, SIMON MR",MD,49,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N
H2SC02182,"LARKINS, JUDDSON",SC,02,DEMOCRATIC PARTY,House,Challenger,P
H0WA02080,"LARSEN, RICK",WA,02,DEMOCRATIC PARTY,House,Incumbent,C
H8CT01046,"LARSON, JOHN B",CT,01,DEMOCRATIC PARTY,House,Incumbent,N
H2MN08145,"LASTOVICH, THERESA E",MN,08,DEMOCRATIC-FARMER-LABOR,House,Challenger,N
H8OH05036,"LATTA, ROBERT EDWARD",OH,05,REPUBLICAN PARTY,House,Incumbent,N
H0KS02188,"LATURNER, JAKE",KS,02,REPUBLICAN PARTY,House,Incumbent,C
H2IL16107,"LAUF, CATALINA",IL,11,REPUBLICAN PARTY,House,Open seat,P
H2WA03142,"LAUSER, LUCY ESTHER JOAN",WA,03,DEMOCRATIC PARTY,House,Challenger,N
H6WV03117,"LAWHORN, ZANE RENE",WV,01,REPUBLICAN PARTY,House,Challenger,C
H2NY17162,"LAWLER, MICHAEL VINCENT",NY,17,REPUBLICAN PARTY,House,Incumbent,C
H2FL21181,"LAWLOR, CARRIE",FL,22,REPUBLICAN PARTY,House,Challenger,C
H2MI14111,"LAWRENCE, BRENDA LULENAR",MI,14,DEMOCRATIC PARTY,House,Incumbent,P
H2NC12203,"LAWSIN, ROGELIO L",NC,12,REPUBLICAN PARTY,House,Challenger,C
H0FL02086,"LAWSON, ALFRED JR",FL,02,DEMOCRATIC PARTY,House,Incumbent,P
H2VA10182,"LAWSON, JEANINE M.",VA,10,REPUBLICAN PARTY,House,Challenger,C
H2CT01213,"LAZOR, LAWRENCE ZIDOVSKY DR",CT,01,REPUBLICAN PARTY,House,Challenger,C
H2OR04228,"LEATHERBERRY, LEVI",OR,04,LIBERTARIAN PARTY,House,Challenger,N
H2MO04124,"LEATHERS, JEFFERY JD",MO,04,DEMOCRATIC PARTY,House,Open seat,N
H2NH01270,"LEAVITT, KAROLINE",NH,01,REPUBLICAN PARTY,House,Challenger,P
H2VA06214,"LEBEAU, DANIEL JOSEPH",VA,06,INDEPENDENT,House,Challenger,N
H2AK01257,"LEBLANC, DAVIS LEE MR. JR",AK,00,REPUBLICAN PARTY,House,Open seat,N
H0TX22369,"LEBLANC, JOSEPH JR.",TX,22,LIBERTARIAN PARTY,House,Challenger,N
H2LA03139,"LEBLANC, LESSIE OLIVIA",LA,03,DEMOCRATIC PARTY,House,Challenger,N
H2LA03105,"LEBRUN, TIA MARIE MRS.",LA,03,DEMOCRATIC PARTY,House,Challenger,P
H2TX35201,"LEDEZMA, ALEJANDRO",TX,35,REPUBLICAN PARTY,House,Challenger,N
H2MS04316,"LEE, AARON PAYTON",MS,04,INDEPENDENT,House,Challenger,N
H8CA09060,"LEE, BARBARA",CA,12,DEMOCRATIC PARTY,House,Incumbent,C
